	arginase+ cells	carbohydrate metabolic cells	chaetal sacs	eleocytes	epidermis	globin+ cells	gut	ldlrr+ cells	lipoxygenase+ cells	lumbrokinase+ cells	metanephridia	muscle	neurons	piwi+ cells	polycystin cells	secretory	unnanotated	vigilin+ cells
PrileiEVm000281t1	0	0	4	1	12	3	15	0	0	5	0	3	1	134	1	0	5	1
PrileiEVm000282t1	0	0	5	2	4	6	10	0	3	2	0	1	4	69	1	0	1	0
PrileiEVm000283t1	0	0	8	1	167	1	7	1	0	1	1	3	5	14	21	0	1	1
PrileiEVm000284t1	1	1	17	9	58	9	53	2	3	3	6	19	15	150	13	1	7	1
PrileiEVm000285t1	2	2	9	10	51	10	57	0	7	0	1	14	17	278	11	0	5	3
PrileiEVm000286t1	1	0	4	3	3	1	79	0	4	0	1	4	7	22	69	0	4	0
PrileiEVm000287t1	0	0	0	0	4	0	3	0	0	0	0	0	3	5	0	0	0	0
PrileiEVm000288t1	0	0	13	5	9	6	14	1	2	0	1	16	12	124	1	1	1	1
PrileiEVm000289t1	1	0	9	6	26	6	22	1	0	1	1	11	11	119	9	0	3	0
PrileiEVm000290t1	0	1	1	6	8	2	5	1	4	0	3	371	1	27	1	0	2	2
PrileiEVm000291t1	1	0	3	0	7	0	23	0	0	0	1	33	4	41	2	0	0	0
PrileiEVm000292t1	0	0	1	2	6	2	11	0	0	0	2	10	12	51	2	0	1	0
PrileiEVm000293t1	0	0	7	12	11	5	12	0	5	5	1	11	17	89	8	0	1	0
PrileiEVm000294t1	0	0	13	3	17	2	22	5	3	1	0	27	98	67	27	0	2	0
PrileiEVm000295t1	0	1	0	1	3	1	4	0	1	0	0	1	9	6	3	0	0	0
PrileiEVm000296t1	0	5	1	1	21	0	45	0	1	0	0	1	3	128	6	0	6	0
PrileiEVm000297t1	0	0	1	0	39	1	4	0	0	0	0	2	1	15	0	0	1	0
PrileiEVm000298t1	0	1	3	3	6	5	8	0	2	0	1	189	4	24	3	0	0	1
PrileiEVm000299t1	0	1	3	0	3	0	10	0	0	0	0	372	1	23	1	0	0	0
PrileiEVm000300t1	5	26	158	87	164	74	260	9	93	10	30	34730	166	585	75	14	88	2
PrileiEVm000301t1	0	0	10	4	27	10	38	1	7	1	0	32	14	141	11	0	1	0
PrileiEVm000302t1	1	0	9	2	6	1	4	0	0	0	0	66	3	81	1	2	1	1
PrileiEVm000303t1	1	1	14	16	36	4	36	1	8	4	2	22	25	141	22	0	9	0
PrileiEVm000304t1	1	0	2	6	2	1	10	0	0	1	0	4	31	14	24	0	1	0
PrileiEVm000305t1	0	0	5	9	20	1	66	0	1	0	0	14	1	54	5	0	2	0
PrileiEVm000306t1	0	0	4	4	9	0	46	1	4	1	0	3	5	35	9	0	3	0
PrileiEVm000307t1	0	0	2	0	0	2	5	0	1	1	0	118	3	5	2	0	0	0
PrileiEVm000308t1	0	2	14	1	97	0	3	1	1	0	0	6	4	16	11	0	5	0
PrileiEVm000309t1	3	0	1	0	0	0	22	0	2	0	0	0	0	34	2	0	0	0
PrileiEVm000310t1	9	3	76	467	379	17	176	3	7	6	1	19	21	411	11	1	17	5
PrileiEVm000311t1	0	0	7	2	9	3	16	0	3	2	2	44	11	47	2	1	3	1
PrileiEVm000312t1	1	1	2	0	9	0	34	0	1	0	0	0	2	30	10	0	1	2
PrileiEVm000313t1	0	0	5	6	20	2	20	0	2	2	2	20	47	53	7	1	0	0
PrileiEVm000314t1	0	0	3	1	34	1	11	0	0	1	0	2	0	8	2	0	1	0
PrileiEVm000315t1	1	0	12	3	14	8	42	1	10	1	1	30	6	132	9	0	4	0
PrileiEVm000316t1	2	3	21	14	39	17	80	0	3	1	1	26	22	330	11	3	15	1
PrileiEVm000317t1	0	0	2	1	3	4	3	0	1	0	0	298	7	14	2	0	0	0
PrileiEVm000318t1	0	0	6	0	4	3	8	0	1	1	0	7	4	30	2	1	3	0
PrileiEVm000319t1	0	0	7	4	7	2	14	0	1	0	3	7	16	40	3	0	1	1
PrileiEVm000320t1	0	7	10	2	12	5	23	0	1321	0	1	15	7	50	6	0	3	0
PrileiEVm000321t1	1	2	42	3	21	3	52	0	6	0	2	3	4	68	26	0	5	0
PrileiEVm000322t1	0	1	0	0	1	2	71	0	0	0	1	11	1	9	0	0	0	0
PrileiEVm000323t1	4	0	7	10	19	7	39	1	5	1	2	16	19	86	11	1	3	0
PrileiEVm000324t1	0	0	0	0	8	0	3	1	0	0	0	4	28	18	0	4	1	0
PrileiEVm000325t1	0	0	1	1	0	1	5	0	1	0	0	2	48	7	2	189	2	0
PrileiEVm000326t1	0	5	5	1	28	25	77	0	6	1	3	22	10	85	7	0	4	0
PrileiEVm000327t1	7	5	49	34	101	22	154	9	11	4	8	84	81	919	42	0	25	5
PrileiEVm000328t1	2	5	22	33	87	31	99	5	12	2	4	87	54	341	24	1	2	1
PrileiEVm000329t1	3	12	51	31	113	23	230	2	23	11	8	117	52	762	43	6	27	6
PrileiEVm000330t1	0	0	1	1	6	0	11	1	1	4	0	1	0	42	1	0	3	0
PrileiEVm000331t1	0	0	0	1	3	1	6	1	3	0	0	148	3	3	0	0	0	0
PrileiEVm000332t1	0	1	3	0	2	1	0	0	1	0	0	0	0	5	1	0	0	0
PrileiEVm000333t1	0	0	1	0	1	1	5	0	0	0	1	117	5	8	0	0	3	0
PrileiEVm000334t1	3	1	42	60	116	1	121	1	17	1	1	63	10	242	35	0	5	0
PrileiEVm000335t1	1	0	3	0	43	0	8	0	1	0	0	3	2	9	3	0	1	0
PrileiEVm000336t1	0	0	2	0	2	2	29	1	1	0	0	2	3	0	0	3	1	0
PrileiEVm000337t1	1	0	0	2	6	0	17	0	0	0	0	22	4	15	1	0	1	0
PrileiEVm000338t1	0	1	8	4	10	2	17	0	2	2	0	3	4	65	5	0	2	0
PrileiEVm000339t1	3	3	49	28	83	18	94	2	11	4	1	76	85	554	33	1	14	6
PrileiEVm000340t1	0	1	1	1	3	0	59	0	1	1	0	5	1	16	58	2	0	0
PrileiEVm000341t1	0	1	2	6	10	3	40	0	3	0	0	9	8	108	6	1	1	1
PrileiEVm000342t1	0	0	294	0	0	1	6	0	0	0	0	1	2	6	0	0	0	0
PrileiEVm000343t1	1	0	20	20	35	6	86	3	14	0	1	54	39	443	10	0	8	0
PrileiEVm000344t1	1	3	9	1	95	0	116	0	1	3	0	8	6	26	34	0	6	0
PrileiEVm000345t1	0	0	1	0	2	0	2	0	1	0	0	5	6	3	171	0	1	0
PrileiEVm000346t1	0	4	20	31	345	2	76	5	2	0	11	128	16	114	28	0	6	0
PrileiEVm000347t1	0	0	3	17	14	1	137	0	0	0	0	6	2	66	6	0	0	0
PrileiEVm000348t1	0	0	4	0	9	4	8	0	2	0	1	9	3	34	4	0	1	0
PrileiEVm000349t1	4	2	26	8	54	13	46	0	6	2	1	75	43	255	22	3	12	0
PrileiEVm000350t1	0	1	9	9	13	2	43	1	4	1	2	24	17	101	6	1	2	1
PrileiEVm000351t1	0	0	4	1	33	5	27	0	2	1	3	14	13	132	5	0	3	0
PrileiEVm000352t1	4	3	17	10	54	16	59	0	11	1	0	56	43	338	8	1	6	2
PrileiEVm000353t1	4	1	11	1	28	1	26	0	6	0	0	13	14	250	5	1	5	0
PrileiEVm000354t1	0	0	0	3	1	0	0	0	1	0	0	2	7	3	1	0	1	0
PrileiEVm000355t1	0	2	6	5	19	4	47	0	2	2	0	27	12	94	8	0	4	0
PrileiEVm000356t1	1	0	1	3	5	2	50	0	0	0	0	3	2	56	11	1	0	0
PrileiEVm000357t1	2	2	14	12	24	8	36	2	4	4	0	28	8	300	5	0	5	0
PrileiEVm000358t1	0	1	2	4	7	5	13	0	0	0	0	11	2	47	1	2	0	1
PrileiEVm000359t1	1	8	43	67	707	20	491	1	9	1	2	39	23	205	35	0	15	1
PrileiEVm000360t1	3	0	3	1	4	2	31	0	1	1	0	2	5	9	21	0	0	0
PrileiEVm000361t1	0	1	30	4	56	0	75	1	2	5	0	0	3	43	8	1	2	1
PrileiEVm000362t1	1	0	2	0	2	0	22	0	1	0	0	3	1	12	19	0	0	0
PrileiEVm000363t1	0	0	9	2	309	1	7	0	2	0	0	7	4	24	7	0	7	0
PrileiEVm000364t1	0	1	3	4	5	4	13	1	4	0	1	7	11	65	1	0	2	0
PrileiEVm000365t1	0	0	4	3	12	2	14	1	3	0	1	20	8	43	6	1	4	1
PrileiEVm000366t1	1	4	15	9	32	6	48	2	14	2	0	38	40	285	14	0	6	0
PrileiEVm000367t1	0	1	4	1	14	9	16	0	3	0	2	14	19	74	7	0	2	0
PrileiEVm000368t1	2	1	3	1	4	2	13	0	1	1	0	6	3	53	0	0	0	0
PrileiEVm000369t1	0	1	12	0	34	3	2	1	1	1	0	6	3	8	1	0	1	0
PrileiEVm000370t1	3	2	34	8	59	12	119	0	20	4	2	67	50	391	16	1	13	4
PrileiEVm000371t1	1	0	11	1	350	4	5	1	2	0	0	11	13	32	8	0	3	0
PrileiEVm000372t1	2	0	1	0	7	2	14	0	0	0	0	4	2	71	4	0	5	0
PrileiEVm000373t1	0	1	10	3	6	2	11	1	2	0	0	4	275	12	3	0	2	1
PrileiEVm000374t1	2	4	13	7	23	5	40	2	5	0	0	36	16	254	8	0	4	1
PrileiEVm000375t1	0	0	2	0	1	2	2	1	1	0	0	1	3	4	4	0	0	0
PrileiEVm000376t1	0	0	57	0	0	0	0	0	0	0	0	0	1	8	0	0	0	0
PrileiEVm000377t1	0	0	1	0	1	0	6	0	0	1	0	5	27	7	5	0	2	1
PrileiEVm000378t1	1	1	4	3	227	1	10	0	1	0	0	7	7	15	1	0	2	0
PrileiEVm000379t1	1	0	10	1	2	1	0	1	0	0	5	29	2	20	0	0	0	1
PrileiEVm000380t1	0	0	23	5	32	0	28	0	0	3	0	2	4	32	9	0	1	0
PrileiEVm000381t1	0	1	12	3	26	2	46	0	6	2	1	9	7	37	5	0	0	0
PrileiEVm000382t1	0	0	3	0	6	2	3	0	1	1	0	85	12	38	22	1	1	2
PrileiEVm000383t1	0	0	0	0	24	2	1	0	0	0	0	2	2	6	2	0	0	0
PrileiEVm000384t1	1	0	12	1	12	0	16	0	1	0	0	4	2	19	4	0	1	0
PrileiEVm000385t1	10	2	83	66	330	26	370	1	19	38	38	54	55	1278	18	5	30	12
PrileiEVm000386t1	0	1	3	3	21	0	15	0	5	0	1	9	6	46	11	0	0	0
PrileiEVm000387t1	0	0	11	7	14	5	23	0	4	2	0	20	11	65	8	1	1	1
PrileiEVm000388t1	2	1	12	8	42	17	56	0	5	1	0	36	20	131	13	0	6	0
PrileiEVm000389t1	0	0	3	1	312	2	3	3	0	0	1	7	3	4	7	0	3	0
PrileiEVm000390t1	4	0	2	5	10	1	215	1	1	1	1	3	7	35	98	0	6	0
PrileiEVm000391t1	0	0	0	0	3	1	2	0	0	0	0	4	3	7	48	0	0	0
PrileiEVm000392t1	0	0	4	2	2	1	9	0	0	0	1	3	183	13	8	2	1	0
PrileiEVm000393t1	0	0	0	1	6	0	2	0	0	0	0	1	1	3	1	0	0	0
PrileiEVm000394t1	0	0	9	0	72	2	2	0	2	0	0	3	3	17	7	1	1	0
PrileiEVm000395t1	0	1	3	6	3	3	10	1	3	0	0	19	28	31	1	0	2	0
PrileiEVm000396t1	2	1	10	3	28	5	43	2	4	10	1	21	15	140	6	0	4	2
PrileiEVm000397t1	0	0	0	0	7	0	2	0	2	0	1	2	2	4	2	0	0	0
PrileiEVm000398t1	0	0	0	1	0	0	3	0	0	0	0	0	1	8	3	0	1	0
PrileiEVm000399t1	0	0	10	3	82	0	7	1	0	0	1	2	5	17	29	0	1	0
PrileiEVm000400t1	4	3	20	23	53	11	94	4	7	4	3	33	42	539	45	2	8	4
PrileiEVm000401t1	0	0	10	3	10	4	6	0	0	1	1	10	0	41	1	0	0	0
PrileiEVm000402t1	2	0	7	4	19	1	22	0	1	0	1	7	14	145	1	0	0	1
PrileiEVm000403t1	0	0	0	31	2	0	1	0	0	0	0	3	1	4	1	0	0	0
PrileiEVm000404t1	0	0	3	2	9	2	10	0	2	0	1	10	193	24	48	0	4	0
PrileiEVm000405t1	1	2	35	10	42	6	118	2	6	3	3	17	18	94	21	0	5	4
PrileiEVm000406t1	0	0	0	0	0	0	50	0	0	0	0	0	1	1	1	0	0	0
PrileiEVm000407t1	0	1	0	1	10	1	11	0	0	0	0	10	4	42	4	1	2	0
PrileiEVm000408t1	0	0	0	0	3	1	29	0	0	0	0	2	1	13	15	0	0	0
PrileiEVm000409t1	2	4	29	30	57	21	150	0	14	3	3	62	38	315	38	0	13	1
PrileiEVm000410t1	0	0	0	1	5	0	7	0	3	0	0	3	1	5	1	0	1	0
PrileiEVm000411t1	0	0	7	5	12	6	26	0	2	0	0	6	22	67	4	0	1	1
PrileiEVm000412t1	1	1	0	3	9	2	12	0	1	0	0	12	6	111	4	0	2	0
PrileiEVm000413t1	1	0	2	1	8	0	7	0	1	1	0	3	11	71	6	0	4	0
PrileiEVm000414t1	1	0	3	3	17	0	20	0	2	1	2	10	13	156	6	0	4	1
PrileiEVm000415t1	0	0	8	0	1	0	3	0	0	0	0	1	2	11	14	0	0	0
PrileiEVm000416t1	3	0	1	3	13	4	107	1	2	1	2	101	24	143	6	2	7	0
PrileiEVm000417t1	0	4	5	4	11	1	14	0	4	1	0	13	16	62	8	0	0	0
PrileiEVm000418t1	1	0	0	1	9	0	83	0	2	0	0	7	2	19	58	0	1	0
PrileiEVm000419t1	3	0	1	0	4	1	6	1	1	0	0	2	1	40	5	0	1	0
PrileiEVm000420t1	0	2	2	4	91	0	48	0	0	0	1	8	1	14	4	0	2	0
PrileiEVm000421t1	0	1	2	1	6	2	7	0	1	2	0	4	5	19	14	0	1	1
PrileiEVm000422t1	12	0	1	0	16	0	5	0	1	0	28	10	4	82	2	0	3	0
PrileiEVm000423t1	2	2	8	11	19	9	24	0	5	2	0	14	20	102	12	0	1	0
PrileiEVm000424t1	0	0	9	1	41	1	29	0	0	1	0	5	3	16	6	0	1	0
PrileiEVm000425t1	3	0	2	0	3	5	2	0	0	0	20	220	5	25	4	0	0	0
PrileiEVm000426t1	0	0	0	9	16	2	15	0	0	0	0	3	5	22	3	1	1	0
PrileiEVm000427t1	1	0	5	2	14	1	17	0	2	0	1	36	12	95	9	4	7	0
PrileiEVm000428t1	1	0	3	0	4	0	3	1	1	0	0	0	1	7	0	0	0	0
PrileiEVm000429t1	0	0	2	0	10	2	2	0	3	0	1	0	2	157	2	0	5	0
PrileiEVm000430t1	4	4	8	8	24	88	16	1	0	0	29	971	16	211	15	0	11	0
PrileiEVm000431t1	1	0	6	4	22	3	14	2	3	0	1	11	68	203	19	1	10	1
PrileiEVm000432t1	2	1	97	8	17	4	23	8	5	1	5	648	17	57	5	2	3	2
PrileiEVm000433t1	0	1	7	8	10	3	19	0	1	0	0	12	5	82	10	0	3	0
PrileiEVm000434t1	0	2	5	6	22	6	36	0	0	0	0	15	3	124	3	0	5	2
PrileiEVm000435t1	2	5	17	10	26	3	52	2	12	7	0	12	16	78	15	2	1	4
PrileiEVm000436t1	2	2	21	2	92	0	69	0	0	0	1	11	3	138	23	0	5	3
PrileiEVm000437t1	0	1	10	13	23	4	32	5	1	0	0	10	130	51	30	1	6	2
PrileiEVm000438t1	0	1	0	0	3	0	1	0	1	0	0	6	26	2	6	0	1	0
PrileiEVm000439t1	0	0	0	0	0	1	1	0	0	0	0	1	16	6	11	0	0	0
PrileiEVm000440t1	0	2	6	8	11	10	23	0	6	0	2	35	19	117	6	0	3	0
PrileiEVm000441t1	0	0	2	1	7	1	41	0	0	0	2	5	5	68	7	0	1	0
PrileiEVm000442t1	2	0	18	28	26	10	88	2	7	0	4	72	31	69	25	2	4	0
PrileiEVm000443t1	0	0	6	0	1	0	2	0	0	10	0	0	0	5	0	0	0	0
PrileiEVm000444t1	0	0	1	0	7	3	8	1	5	1	0	2	7	91	2	0	1	1
PrileiEVm000445t1	1	1	2	3	20	4	13	0	1	0	2	3	10	116	3	1	2	0
PrileiEVm000446t1	2	2	7	1	50	4	22	0	10	0	0	7	5	590	9	0	16	0
PrileiEVm000447t1	0	1	12	5	21	7	33	1	3	3	3	2802	19	92	15	1	14	0
PrileiEVm000448t1	0	1	1	2	4	3	5	0	1	0	0	6	1	24	2	0	5	0
PrileiEVm000449t1	0	1	27	2	397	2	7	1	2	0	0	8	7	57	15	0	7	0
PrileiEVm000450t1	1	1	2	2	6	0	9	0	0	0	0	440	2	41	0	0	1	0
PrileiEVm000451t1	0	0	13	8	13	4	38	3	4	1	0	17	17	116	12	1	6	0
PrileiEVm000452t1	1	1	11	0	3	1	5	0	0	0	0	5	4	14	1	1	0	3
PrileiEVm000453t1	4	4	17	14	26	10	49	3	9	2	0	33	55	209	17	2	7	0
PrileiEVm000454t1	0	1	1	1	1	0	2	0	5	0	5	29	4	30	2	0	0	1
PrileiEVm000455t1	2	1	1	2	6	1	9	0	2	0	1	4	2	25	6	1	0	0
PrileiEVm000456t1	8	13	47	35	140	34	181	2	17	8	4	110	78	1122	31	0	29	6
PrileiEVm000457t1	0	0	1	2	12	6	7	2	6	0	0	10	5	61	7	1	2	1
PrileiEVm000458t1	1	2	3	3	8	2	66	1	0	2	0	9	7	22	78	3	3	1
PrileiEVm000459t1	1	2	8	8	74	4	32	4	5	0	2	25	24	107	24	0	1	2
PrileiEVm000460t1	1	0	3	1	5	1	4	1	1	0	0	5	63	21	23	2	2	2
PrileiEVm000461t1	0	0	18	0	1	0	34	0	0	0	0	5	0	11	0	0	1	0
PrileiEVm000462t1	1	1	7	3	10	9	5	1	1	0	1	26	41	42	3	2	6	0
PrileiEVm000463t1	3	0	2	5	5	1	115	0	4	0	0	6	5	47	39	0	3	0
PrileiEVm000464t1	1	0	1	1	12	2	14	0	0	3	0	1	3	21	2	0	1	0
PrileiEVm000465t1	0	0	25	4	3	2	12	3	84	0	0	146	6	10	3	0	1	0
PrileiEVm000466t1	0	0	1	2	3	3	3	0	0	0	0	2	9	15	2	0	1	0
PrileiEVm000467t1	1	3	11	6	28	3	44	2	5	3	3	20	11	342	4	3	17	1
PrileiEVm000468t1	2	0	3	1	7	2	113	0	2	0	0	6	4	21	122	0	4	1
PrileiEVm000469t1	0	1	0	4	13	2	10	0	1	1	1	8	3	67	10	2	0	1
PrileiEVm000470t1	1	2	8	10	35	10	19	0	4	2	1	20	13	71	9	1	3	0
PrileiEVm000471t1	0	1	18	35	75	18	113	1	21	0	2	34	72	194	55	2	6	4
PrileiEVm000472t1	1	2	14	9	23	7	61	0	6	11	1	14	7	475	1	0	8	4
PrileiEVm000473t1	0	0	1	1	40	3	5	0	1	1	0	1	0	16	1	0	1	0
PrileiEVm000474t1	3	1	4	2	15	0	15	0	2	0	0	17	10	34	6	0	4	0
PrileiEVm000475t1	1	0	1	54	9	60	9	2	0	0	2	13	4	38	3	1	1	0
PrileiEVm000476t1	0	0	4	64	50	9	72	2	1	0	0	3	11	143	4	0	6	0
PrileiEVm000477t1	2	3	31	6	94	5	91	0	6	2	0	11	8	104	22	1	2	0
PrileiEVm000478t1	0	9	32	23	51	12	65	0	7	7	1	57	42	295	34	1	10	5
PrileiEVm000479t1	0	0	2	3	11	1	5	0	1	1	0	5	4	170	2	0	3	1
PrileiEVm000480t1	0	3	11	15	25	10	50	1	6	0	3	28	24	69	7	0	4	0
PrileiEVm000481t1	0	0	1	1	1	0	1	0	0	1	0	3	2	16	2	0	2	0
PrileiEVm000482t1	6	0	0	1	3	2	194	0	4	0	0	12	4	24	87	0	1	0
PrileiEVm000483t1	0	1	3	8	3	0	22	0	2	0	1	5	1	26	0	0	2	0
PrileiEVm000484t1	0	0	0	0	2	0	2	0	7	0	0	9	1	9	0	0	1	0
PrileiEVm000485t1	0	0	319	3	10	2	17	0	5	2	0	12	11	64	5	1	2	1
PrileiEVm000486t1	1	0	8	4	10	1	24	2	3	2	0	8	4	31	4	0	2	0
PrileiEVm000487t1	0	0	11	7	35	4	34	1	8	1	0	15	17	275	5	0	8	0
PrileiEVm000488t1	0	1	2	0	1	0	33	1	1	0	0	2	2	8	5	0	0	0
PrileiEVm000489t1	1	0	0	1	4	7	4	0	3	0	3	50	8	36	2	0	0	0
PrileiEVm000490t1	0	0	3	0	4	0	2	0	2	0	0	5	5	4	23	0	1	0
PrileiEVm000491t1	0	1	2	1	4	3	9	0	0	0	0	2	5	14	1	0	0	0
PrileiEVm000492t1	0	0	1	12	4	3	5	2	0	0	7	8	1	24	0	0	0	0
PrileiEVm000493t1	0	2	9	8	21	3	24	0	3	1	1	20	19	65	6	1	1	1
PrileiEVm000494t1	1	1	15	9	25	7	24	0	9	0	0	38	36	83	8	0	2	1
PrileiEVm000495t1	2	0	2	1	4	2	115	0	1	1	0	4	2	19	98	0	3	0
PrileiEVm000496t1	0	0	1	1	9	0	79	0	1	0	0	6	5	39	53	0	1	0
PrileiEVm000497t1	1	0	7	3	1	1	17	0	1	0	0	20	10	19	9	0	1	1
PrileiEVm000498t1	4	2	4	14	21	7	28	0	2	3	2	16	16	57	8	0	1	0
PrileiEVm000499t1	3	0	9	6	14	2	37	0	2	2	1	21	12	105	6	0	2	1
PrileiEVm000500t1	0	0	2	2	2	10	6	0	1	0	0	3	1	7	0	0	0	0
PrileiEVm000501t1	0	0	0	0	16	0	2	1	0	0	0	0	10	8	0	0	0	0
PrileiEVm000502t1	1	1	9	9	12	2	23	0	2	2	0	9	11	84	4	0	2	0
PrileiEVm000503t1	2	0	4	3	17	2	9	0	0	0	1	3	7	118	1	0	7	0
PrileiEVm000504t1	0	0	1	1	37	0	3	0	0	0	0	5	1	14	0	0	1	0
PrileiEVm000505t1	1	7	126	82	784	27	464	7	9	3	10	184	34	395	52	1	26	0
PrileiEVm000506t1	0	1	5	4	11	3	11	0	0	0	0	10	5	60	4	0	2	0
PrileiEVm000507t1	1	0	2	0	93	1	1	0	1	0	0	2	0	5	2	0	0	0
PrileiEVm000508t1	1	2	10	10	19	6	27	0	3	3	0	34	13	181	10	0	4	0
PrileiEVm000509t1	0	0	11	1	17	2	22	0	2	1	0	18	11	145	9	0	4	1
PrileiEVm000510t1	0	1	8	2	4	1	8	0	3	0	0	10	11	26	4	1	0	0
PrileiEVm000511t1	0	0	1	0	1	0	12	0	0	0	0	1	0	7	8	0	0	0
PrileiEVm000512t1	0	0	10	3	9	5	25	0	1	0	0	9	13	70	4	1	2	1
PrileiEVm000513t1	0	1	7	8	18	3	22	0	8	2	1	14	13	112	15	0	4	1
PrileiEVm000514t1	0	0	3	3	26	6	6	1	0	0	1	27	0	72	3	0	0	0
PrileiEVm000515t1	4	5	30	17	116	30	89	3	19	5	4	82	31	340	24	0	10	1
PrileiEVm000516t1	0	0	2	6	11	4	25	2	5	0	0	10	12	56	12	1	2	0
PrileiEVm000517t1	3	0	8	4	7	3	30	1	3	1	2	13	17	42	7	1	1	3
PrileiEVm000518t1	1	0	8	3	28	9	21	1	2	0	1	18	5	110	3	0	4	0
PrileiEVm000519t1	0	0	1	1	21	0	2	0	1	0	0	1	2	3	0	0	3	0
PrileiEVm000520t1	0	1	3	2	22	3	14	0	0	1	2	14	10	56	5	4	4	0
PrileiEVm000521t1	0	0	1	1	1	0	2	0	59	0	0	2	1	3	0	0	0	0
PrileiEVm000522t1	0	0	0	0	6	2	30	1	1	0	0	1	1	16	14	0	0	0
PrileiEVm000523t1	0	1	6	2	10	2	32	0	4	0	0	4	3	62	1	0	0	3
PrileiEVm000524t1	1	1	5	2	10	4	29	0	10	0	0	13	5	144	1	0	2	0
PrileiEVm000525t1	0	0	1	11	1	0	1	0	0	0	0	2	0	3	1	0	0	0
PrileiEVm000526t1	0	0	1	1	6	3	11	1	5	0	0	8	9	65	4	0	4	1
PrileiEVm000527t1	3	0	45	35	193	30	204	6	47	5	5	96	98	669	81	1	19	2
PrileiEVm000528t1	2	1	14	4	10	2	23	1	6	1	0	46	6	90	11	0	1	2
PrileiEVm000529t1	0	0	2	0	3	2	5	2	1	0	0	316	5	18	3	0	2	0
PrileiEVm000530t1	0	1	3	6	29	6	1668	0	6	0	1	19	13	42	9	0	2	0
PrileiEVm000531t1	0	2	9	18	24	5	39	0	6	1	0	10	6	39	3	0	1	0
PrileiEVm000532t1	0	1	4	1	3	6	6	0	0	1	4	9	31	54	3	0	1	3
PrileiEVm000533t1	0	0	11	0	10	1	21	0	0	1	0	1	3	50	1	0	2	1
PrileiEVm000534t1	10	7	120	66	145	39	534	5	12	12	6	90	110	555	76	6	19	5
PrileiEVm000535t1	0	4	8	11	33	9	44	0	3	1	1	28	17	165	10	0	0	4
PrileiEVm000536t1	1	2	14	15	52	11	59	1	8	2	2	43	30	210	18	0	7	0
PrileiEVm000537t1	15	12	92	57	276	44	421	8	59	19	4	166	145	2362	69	3	68	7
PrileiEVm000538t1	4	1	20	19	135	6	83	2	18	6	1	38	69	1856	32	0	42	8
PrileiEVm000539t1	3	8	34	37	76	21	88	3	13	1	4	109	72	387	22	1	8	1
PrileiEVm000540t1	0	2	7	0	3	2	7	0	0	0	0	13	11	56	8	0	2	0
PrileiEVm000541t1	1	0	10	10	22	12	26	3	4	2	1	38	9	56	3	0	2	1
PrileiEVm000542t1	0	0	0	1	1	0	2	0	0	0	0	2	1	4	7	0	0	1
PrileiEVm000543t1	0	0	68	0	2	0	2	0	1	2	0	9	0	9	1	0	0	0
PrileiEVm000544t1	0	0	42	2	2	2	2	0	0	0	0	5	33	17	3	0	0	0
PrileiEVm000545t1	0	1	8	10	9	4	68	0	3	1	0	44	53	36	27	0	2	0
PrileiEVm000546t1	3	0	6	4	11	1	16	0	7	1	1	16	12	138	6	0	2	1
PrileiEVm000547t1	0	0	3	7	22	11	61	0	1	3	0	8	4	64	10	0	3	0
PrileiEVm000548t1	0	0	1	0	27	0	1	0	0	0	0	1	0	4	0	0	0	0
PrileiEVm000549t1	0	0	0	1	62	0	5	0	3	0	0	10	3	156	25	0	0	0
PrileiEVm000550t1	5	2	2	9	25	13	47	0	3	3	6	45	13	129	5	1	4	0
PrileiEVm000551t1	0	0	1	2	7	1	4	4	0	1	0	2	0	15	0	0	0	0
PrileiEVm000552t1	1	0	6	2	10	0	12	0	0	1	0	4	8	39	3	0	1	0
PrileiEVm000553t1	2	0	1	4	6	0	40	1	1	0	0	6	9	11	14	0	0	0
PrileiEVm000554t1	2	0	26	1	107	3	10	0	1	0	3	5	4	252	6	0	7	0
PrileiEVm000555t1	0	0	4	3	9	2	29	0	5	2	1	5	7	56	0	0	2	0
PrileiEVm000556t1	1	0	0	0	2	0	6	0	0	1	0	42	2	10	2	0	0	0
PrileiEVm000557t1	0	0	1	1	12	0	2	0	1	0	0	0	1	2	1	0	1	0
PrileiEVm000558t1	3	1	8	4	21	6	21	0	3	1	1	38	501	36	23	1	6	0
PrileiEVm000559t1	2	3	12	5	27	13	48	1	13	1	0	14	28	98	13	1	3	1
PrileiEVm000560t1	1	1	1	1	109	0	2	0	0	0	1	1	1	12	1	0	0	0
PrileiEVm000561t1	0	0	1	1	1	0	10	1	1	0	0	0	3	2	2	0	0	0
PrileiEVm000562t1	0	0	2	0	2	1	43	0	1	0	0	3	1	8	1	0	0	3
PrileiEVm000563t1	2	0	6	3	9	4	13	1	2	1	0	6	6	31	2	0	4	0
PrileiEVm000564t1	0	0	0	1	2	1	11	1	0	0	1	1	0	3	62	0	1	0
PrileiEVm000565t1	0	0	2	2	3	0	3	3	0	0	0	4	3	16	0	0	0	0
PrileiEVm000566t1	1	1	6	4	55	4	9	1	14	0	0	7	7	604	4	0	17	0
PrileiEVm000567t1	3	6	60	44	113	17	126	1	23	5	2	150	95	475	50	0	15	5
PrileiEVm000568t1	0	0	5	1	19	0	6	3	3	2	1	67	43	252	17	5	7	0
