	arginase+ cells	carbohydrate metabolic cells	chaetal sacs	eleocytes	epidermis	globin+ cells	gut	ldlrr+ cells	lipoxygenase+ cells	lumbrokinase+ cells	metanephridia	muscle	neurons	piwi+ cells	polycystin cells	secretory	unnanotated	vigilin+ cells
PrileiEVm021648t1	0	0	1	0	1	1	206	0	1	1	0	2	1	13	0	0	0	0
PrileiEVm021649t1	0	0	3	0	9	1	537	1	4	0	0	12	7	72	1	0	4	0
PrileiEVm021650t1	3	2	12	9	30	10	2197	1	7	2	1	29	29	590	7	0	36	0
PrileiEVm021651t1	0	0	0	0	0	1	0	0	0	0	0	0	0	2	1	0	0	0
PrileiEVm021652t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PrileiEVm021653t1	0	1	6	3	11	10	68	0	4	3	1	7	7	103	5	0	5	0
PrileiEVm021654t1	0	0	0	2	1	1	4	0	0	4	0	2	1	5	1	0	0	0
PrileiEVm021655t1	0	0	2	1	2	0	5	0	1	0	0	5	3	15	0	0	0	2
PrileiEVm021656t1	1	4	3	3	3	2	20	1	2	1	1	13	1	41	0	0	0	4
PrileiEVm021657t1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
PrileiEVm021658t1	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0
PrileiEVm021659t1	0	0	12	1	16	0	42	0	1	1	0	3	0	34	6	0	1	1
PrileiEVm021662t1	0	0	116	0	0	0	0	0	2	0	0	1	0	8	0	0	0	0
PrileiEVm021663t1	0	0	0	0	0	1	1	0	1	0	0	1	98	1	0	0	5	0
PrileiEVm021664t1	1	0	5	1	197	3	3	0	3	0	0	11	6	15	4	0	2	0
PrileiEVm021665t1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0
PrileiEVm021667t1	0	2	3	2	2	1	6	0	2	0	1	13	13	14	7	0	1	0
PrileiEVm021668t1	0	0	0	0	0	0	2	0	0	0	1	163	1	13	3	0	0	0
PrileiEVm021669t1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
PrileiEVm021670t1	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	1	0
PrileiEVm021671t1	0	0	2	0	3	1	5	0	0	1	2	1	2	27	0	1	2	0
PrileiEVm021672t1	0	0	0	0	0	0	0	0	0	0	13	0	0	1	1	0	0	0
PrileiEVm021673t1	0	0	1	0	0	2	9	0	0	1	4	5	1	17	2	0	0	1
PrileiEVm021674t1	0	0	0	0	1	1	3	0	0	0	0	5	0	12	0	1	0	0
PrileiEVm021675t1	0	0	0	0	3	1	17	0	0	0	1	1	0	2	0	0	0	0
PrileiEVm021676t1	0	0	0	1	2	0	5	0	1	0	0	5	0	4	1	0	0	0
PrileiEVm021677t1	0	0	2	0	1	0	0	1	0	0	0	2	14	2	2	0	1	0
PrileiEVm021678t1	0	0	0	2	0	0	3	0	0	0	0	2	0	2	0	0	0	0
PrileiEVm021679t1	1	4	5	6	12	5	44	1	2	4	4	21	8	102	5	0	2	1
PrileiEVm021680t1	0	0	1	1	1	1	1	0	0	0	0	1	1	2	0	1	0	0
PrileiEVm021681t1	0	0	2	1	5	0	4	0	1	0	0	1	1	6	0	0	2	0
PrileiEVm021682t1	0	1	6	2	7	1	10	0	0	0	2	1	1	24	1	0	3	0
PrileiEVm021683t1	0	0	0	0	0	0	5	0	0	0	0	0	0	2	0	0	0	0
PrileiEVm021685t1	0	1	0	2	1	0	4	0	0	0	0	3	0	8	1	0	1	0
PrileiEVm021686t1	0	0	1	1	0	0	8	0	0	0	0	0	0	4	1	0	0	0
PrileiEVm021687t1	0	1	0	4	4	0	0	0	0	0	0	0	0	1	0	0	1	0
PrileiEVm021688t1	0	0	1	0	1	2	1	0	1	0	0	0	0	2	1	0	0	0
PrileiEVm021689t1	0	0	1	1	0	0	1	0	0	0	0	2	0	5	0	0	0	0
PrileiEVm021690t1	0	0	2	0	5	1	8	0	1	0	0	3	9	8	5	0	0	0
PrileiEVm021691t1	0	0	2	0	5	0	5	0	1	0	0	2	3	17	2	0	0	0
PrileiEVm021693t1	0	0	0	0	2	0	1	2	1	0	0	0	9	1	0	0	0	0
PrileiEVm021694t1	0	0	1	0	2	0	2	0	0	0	0	0	0	3	1	0	0	1
PrileiEVm021695t1	0	0	9	1	7	2	9	0	0	0	1	9	6	31	3	0	1	0
PrileiEVm021696t1	0	0	1	1	1	1	9	0	0	0	2	2	0	15	0	0	2	0
PrileiEVm021697t1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
PrileiEVm021698t1	0	1	0	2	3	1	81	0	0	1	1	1	2	15	0	0	0	0
PrileiEVm021699t1	1	0	3	2	11	5	7	0	3	1	1	2	3	36	4	0	4	0
PrileiEVm021700t1	1	1	0	2	8	1	9	0	2	0	1	8	4	45	2	0	3	0
PrileiEVm021701t1	0	0	0	0	0	0	0	0	0	0	0	9	1	0	0	0	0	0
PrileiEVm021702t1	0	0	0	0	0	0	0	0	0	0	0	4	0	2	0	0	0	0
PrileiEVm021703t1	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	1	0	0
PrileiEVm021707t1	0	1	2	4	20	7	18	0	0	1	1	7	11	31	8	0	0	0
PrileiEVm021712t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PrileiEVm021713t1	1	0	0	0	1	0	0	0	0	1	0	4	2	2	0	0	0	0
PrileiEVm021716t1	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
PrileiEVm021717t1	0	1	1	1	1	2	5	0	0	1	0	4	3	12	0	0	0	1
PrileiEVm021718t1	0	0	0	0	2	0	6	0	0	0	0	1	1	8	0	0	0	0
PrileiEVm021719t1	0	0	0	0	0	0	1	0	2	0	0	0	0	2	0	0	0	0
PrileiEVm021720t1	0	0	2	0	3	0	0	0	0	0	0	7	8	2	2	0	0	0
PrileiEVm021721t1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
PrileiEVm021723t1	7	11	35	22	70	19	241	0	23	18	3	49	25	953	19	0	29	1
PrileiEVm021725t1	0	0	0	0	1	75	2	0	0	0	0	1	0	1	0	0	0	0
PrileiEVm021726t1	0	0	0	0	0	0	1	0	0	0	0	1	0	2	2	0	0	0
PrileiEVm021727t1	0	0	0	0	0	0	2	0	1	0	0	0	0	1	0	0	0	0
PrileiEVm021729t1	0	0	1	1	0	1	1	0	1	0	0	2	0	5	0	0	0	0
PrileiEVm021730t1	0	3	1	11	10	0	260	0	0	1	0	9	11	95	2	0	1	0
PrileiEVm021731t1	0	0	0	0	0	0	1	0	0	0	0	1	1	1	0	0	0	0
PrileiEVm021732t1	0	0	0	0	2	1	23	0	0	0	0	1	1	9	11	0	1	0
PrileiEVm021734t1	0	6	7	7	17	1	45	0	4	0	1	9	9	165	5	1	3	1
PrileiEVm021735t1	1	7	6	1	8	3	41	1	4	2	3	22	3	97	3	0	3	1
PrileiEVm021736t1	2	6	3	4	10	3	39	0	4	1	1	21	9	124	9	0	3	0
PrileiEVm021737t1	0	1	0	0	0	3	36	0	1	0	0	0	1	3	0	0	0	0
PrileiEVm021738t1	0	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0
PrileiEVm021739t1	0	0	2	0	2	0	5	0	0	0	0	1	0	20	1	0	0	0
PrileiEVm021741t1	0	0	1	0	1	1	12	0	0	0	0	1	0	1	5	0	2	0
PrileiEVm021742t1	0	0	1	0	0	0	12	0	0	0	0	1	1	5	1	0	0	0
PrileiEVm021743t1	5	3	10	6	24	2	21	0	15	2	0	9	10	554	5	0	12	3
PrileiEVm021744t1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0
PrileiEVm021745t1	0	0	1	0	5	0	1	0	0	0	0	0	0	2	0	0	0	0
PrileiEVm021746t1	0	0	0	0	0	0	4	0	0	0	0	0	1	1	0	0	0	0
PrileiEVm021747t1	0	1	12	3	37	22	22	0	10	1	4	17	12	156	9	0	3	1
PrileiEVm021748t1	0	1	4	4	4	8	3	0	1	1	0	9	5	24	327	0	1	0
PrileiEVm021749t1	2	0	31	11	11	5	42	1	6	6	1	14	9	53	5	1	1	2
PrileiEVm021750t1	4	1	13	27	7	4	100	1	0	1	3	31	5	122	13	0	4	1
PrileiEVm021751t1	0	0	1	2	6	2	9	0	6	2	0	7	5	28	6	0	1	1
PrileiEVm021752t1	0	0	0	0	0	0	0	0	0	0	0	1	1	3	6	1	0	0
PrileiEVm021753t1	0	0	1	46	1	0	1	1	1	0	0	2	34	4	0	0	0	0
PrileiEVm021754t1	2	2	4	12	24	12	41	0	5	2	2	38	6	240	1	1	12	2
PrileiEVm021755t1	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
PrileiEVm021756t1	1	0	7	5	4	0	3	0	0	0	1	1	1	32	0	0	0	0
PrileiEVm021757t1	0	0	0	1	2	1	5	0	2	0	0	0	2	17	0	0	0	0
PrileiEVm021758t1	0	0	1	0	1	0	1	0	0	0	0	1	1	5	3	0	1	0
PrileiEVm021759t1	0	0	0	0	1	0	16	0	0	0	0	0	3	6	3	0	0	0
PrileiEVm021760t1	1	1	1	0	5	2	3	0	1	0	0	3	2	10	0	0	1	0
PrileiEVm021761t1	0	1	1	0	3	0	226	0	0	0	0	2	3	9	4	1	0	0
PrileiEVm021762t1	0	0	0	0	56	0	2	0	0	0	0	4	1	2	1	0	0	0
PrileiEVm021763t1	0	0	1	0	6	1	8	0	0	0	0	2	0	20	1	0	0	0
PrileiEVm021764t1	0	0	2	13	14	27	16	0	0	0	2	1	1	2	0	0	2	0
PrileiEVm021765t1	0	0	0	15	3	4	17	0	0	0	0	5	3	28	1	0	1	0
PrileiEVm021766t1	0	0	1	0	1	0	4	0	0	1	0	2	0	5	1	0	0	0
PrileiEVm021767t1	0	1	1	0	4	2	28	0	1	0	0	0	1	6	0	0	0	0
PrileiEVm021768t1	0	0	2	5	2	5	1	1	0	0	0	8	6	12	13	0	0	0
PrileiEVm021769t1	0	0	1	14	5	2	42	3	2	0	0	25	11	17	5	0	0	0
PrileiEVm021770t1	0	0	7	1	48	0	13	0	0	0	0	1	0	38	4	0	1	0
PrileiEVm021772t1	2	0	10	4	14	1	28	0	3	0	2	8	8	47	7	0	1	0
PrileiEVm021775t1	3	1	7	4	69	5	25	1	1	1	0	26	26	75	18	0	4	0
PrileiEVm021776t1	0	0	5	0	0	0	5	0	2	0	1	6	2	25	2	0	0	0
PrileiEVm021777t1	0	0	2	1	5	1	7	1	0	1	0	4	3	17	2	0	1	0
PrileiEVm021778t1	12	12	85	396	270	37	457	7	21	18	6	42	89	1351	37	1	37	6
PrileiEVm021779t1	0	0	0	0	1	0	1	0	0	0	0	0	1	1	1	0	0	0
PrileiEVm021780t1	0	0	2	3	6	2	20	0	0	0	0	6	3	22	6	0	1	0
PrileiEVm021781t1	0	1	4	20	6	5	5	1	4	0	0	1	14	30	1	1	2	0
PrileiEVm021782t1	0	0	0	1	0	0	1	0	0	0	0	2	4	1	2	0	0	0
PrileiEVm021784t1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
PrileiEVm021788t1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
PrileiEVm021791t1	0	0	0	1	0	2	1	0	0	0	0	0	4	9	3	0	1	0
PrileiEVm021796t1	0	0	1	1	6	1	0	0	0	0	0	0	0	3	0	0	0	0
PrileiEVm021798t1	0	0	1	0	1	0	0	0	0	0	0	3	4	0	0	0	0	0
PrileiEVm021800t1	0	0	3	3	5	1	11	1	3	0	1	1	16	17	5	0	2	0
PrileiEVm021801t1	0	0	4	0	4	1	20	0	0	0	0	2	3	8	2	0	1	0
PrileiEVm021802t1	0	0	1	5	3	1	3	0	0	0	0	17	3	40	0	1	1	0
PrileiEVm021803t1	0	0	1	0	0	0	0	0	0	0	0	1	0	9	0	0	0	0
PrileiEVm021804t1	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
PrileiEVm021805t1	0	0	0	0	0	0	2	0	0	0	0	0	0	2	1	0	0	0
PrileiEVm021806t1	0	0	1	0	2	0	17	0	0	0	0	0	0	26	0	0	1	0
PrileiEVm021807t1	0	0	0	0	3	1	19	0	0	0	0	2	1	15	7	0	2	0
PrileiEVm021808t1	2	0	8	4	18	3	9	1	6	0	0	4	5	605	8	0	12	0
PrileiEVm021809t1	0	3	1	41	30	5	152	0	1	0	2	5	3	46	10	1	1	0
PrileiEVm021810t1	0	0	3	4	5	0	21	0	0	2	0	6	7	18	6	0	2	0
PrileiEVm021812t1	1	0	1	0	1	0	0	0	0	0	0	0	0	6	0	0	2	0
PrileiEVm021813t1	0	0	0	1	1	1	262	0	2	1	0	1	0	2	0	0	0	0
PrileiEVm021814t1	0	0	0	0	7	0	4	0	0	1	0	1	0	18	0	0	2	0
PrileiEVm021817t1	0	0	0	0	0	0	0	0	1	0	0	1	17	0	1	0	1	0
PrileiEVm021818t1	0	0	2	0	2	1	2	0	0	1	0	1	0	6	135	0	0	0
PrileiEVm021819t1	0	6	2	3	5	0	22	0	1	1	1	8	5	56	0	0	2	0
PrileiEVm021820t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	10	0
PrileiEVm021821t1	0	0	7	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
PrileiEVm021822t1	0	0	6	1	8	2	29	0	2	3	1	6	5	70	3	0	5	0
PrileiEVm021823t1	0	0	0	0	5	4	65	0	6	0	0	3	0	12	2	0	1	0
PrileiEVm021825t1	0	0	1	2	19	1	37	0	0	1	0	4	0	20	6	1	0	1
PrileiEVm021826t1	9	61	71	50	94	47	497	3	26	19	21	187	46	1263	27	1	31	9
PrileiEVm021827t1	0	0	0	1	0	0	11	0	0	0	0	1	3	27	1	0	0	0
PrileiEVm021828t1	0	0	0	0	1	18	5	0	9	0	0	0	0	4	0	0	0	0
PrileiEVm021829t1	0	0	0	0	3	0	2	0	0	0	0	1	1	0	1	0	1	0
PrileiEVm021830t1	0	1	8	3	7	19	19	0	0	5	1	6	5	57	3	0	1	0
PrileiEVm021831t1	0	0	0	0	0	1	10	0	0	0	0	0	0	3	0	0	0	0
PrileiEVm021832t1	0	0	0	0	0	1	3	0	0	0	0	0	1	3	0	0	0	0
PrileiEVm021833t1	0	0	3	3	0	1	13	0	0	1	0	3	2	28	2	0	3	0
PrileiEVm021834t1	0	1	9	24	5	1	9	1	3	1	0	13	4	92	1	0	1	0
PrileiEVm021836t1	1	0	0	2	46	0	2	1	3	0	0	4	2	11	3	0	1	0
PrileiEVm021837t1	0	1	3	68	174	1	99	1	1	0	0	6	3	111	51	0	0	1
PrileiEVm021839t1	0	0	0	0	4	0	6	0	1	0	1	0	1	6	2	0	0	0
PrileiEVm021841t1	0	0	1	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0
PrileiEVm021842t1	0	0	0	0	1	0	9	0	0	0	0	0	2	21	0	0	0	0
PrileiEVm021843t1	0	0	0	1	1	2	3	0	0	0	0	0	1	27	0	0	1	1
PrileiEVm021844t1	1	1	5	9	11	3	21	0	2	1	1	14	14	177	6	0	2	0
PrileiEVm021846t1	0	0	0	1	9	30	8	0	5	0	0	1	0	2	0	0	0	1
PrileiEVm021847t1	0	0	0	0	1	2	3	0	0	0	0	0	2	4	1	0	0	0
PrileiEVm021849t1	0	0	2	0	0	1	1	0	0	0	0	0	0	9	0	0	0	0
PrileiEVm021851t1	0	0	1	0	7	3	7	0	0	0	0	1	0	6	0	0	1	0
PrileiEVm021852t1	0	0	1	0	3	2	7	0	0	0	0	1	3	12	0	0	0	0
PrileiEVm021853t1	0	1	0	0	1	1	3	0	0	1	0	0	0	4	1	0	0	0
PrileiEVm021854t1	1	4	4	20	14	10	103	0	2	0	1	12	5	94	5	0	3	0
PrileiEVm021855t1	0	0	0	0	2	1	3	0	0	0	0	1	0	7	0	1	0	0
PrileiEVm021856t1	0	0	0	0	10	0	6	0	1	1	0	2	3	6	1	0	0	0
PrileiEVm021857t1	0	1	0	0	2	2	19	0	0	1	1	10	6	35	3	1	3	0
PrileiEVm021859t1	0	1	1	5	1	3	3	0	0	0	0	2	1	9	1	0	0	0
PrileiEVm021861t1	0	1	7	6	17	1	28	0	6	1	0	4	6	53	6	0	3	0
PrileiEVm021863t1	0	0	0	1	1	0	2	0	0	0	0	1	1	2	0	0	0	0
PrileiEVm021864t1	0	0	0	0	2	0	2	0	0	0	0	0	1	3	1	0	0	0
PrileiEVm021865t1	0	0	0	0	3	0	6	0	1	0	0	1	0	6	0	0	0	0
PrileiEVm021866t1	0	1	9	3	15	2	31	1	2	0	0	2	5	138	2	0	4	1
PrileiEVm021867t1	0	0	1	0	3	0	6	0	0	0	0	1	2	12	1	0	2	0
PrileiEVm021869t1	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
PrileiEVm021870t1	0	0	0	0	1	0	2	0	0	0	0	0	0	4	0	0	0	0
PrileiEVm021872t1	0	0	0	0	0	0	1	0	1	0	1	2	0	2	0	0	1	0
PrileiEVm021877t1	0	0	0	0	0	0	1	1	0	0	0	0	6	0	4	0	0	0
PrileiEVm021878t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PrileiEVm021879t1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PrileiEVm021880t1	0	0	4	5	3	0	11	1	0	1	0	2	5	26	5	0	0	1
PrileiEVm021881t1	0	0	1	0	9	5	5	1	1	0	0	8	1	8	2	0	0	0
PrileiEVm021883t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PrileiEVm021885t1	1	0	0	0	0	0	1	1	1	0	0	41	0	4	0	0	0	0
PrileiEVm021886t1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PrileiEVm021888t1	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0
PrileiEVm021890t1	9	8	38	23	64	13	245	3	15	17	4	28	29	981	13	1	21	6
PrileiEVm021891t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PrileiEVm021892t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PrileiEVm021894t1	0	0	3	1	6	0	9	0	2	0	1	2	3	51	2	0	0	1
PrileiEVm021896t1	0	0	2	1	0	0	1	0	0	0	0	0	0	9	1	0	0	1
PrileiEVm021897t1	1	8	8	2	14	2	42	0	1	2	5	19	6	84	3	1	3	1
PrileiEVm021898t1	0	0	0	0	0	0	5	0	0	0	1	3	5	22	6	0	0	0
PrileiEVm021899t1	0	0	2	3	0	1	11	0	0	0	0	3	3	7	1	0	14	0
PrileiEVm021901t1	0	1	4	1	17	1	3	0	0	0	0	0	0	6	1	0	0	0
PrileiEVm021903t1	0	0	0	0	0	0	5	0	0	0	0	0	0	3	0	0	1	0
PrileiEVm021904t1	0	1	1	3	1	2	4	0	0	0	0	4	6	9	0	0	0	0
PrileiEVm021905t1	0	1	0	0	1	0	6	0	0	0	0	0	1	13	0	0	0	0
PrileiEVm021908t1	0	0	1	0	0	0	3	0	1	1	0	2	0	21	1	0	0	0
PrileiEVm021909t1	0	0	1	0	1	0	0	0	0	0	0	0	11	0	0	0	0	0
PrileiEVm021912t1	1	0	0	0	1	1	23	0	0	0	0	0	0	14	5	0	0	0
PrileiEVm021913t1	0	0	1	0	0	0	13	0	4	0	0	0	0	4	0	0	0	0
PrileiEVm021914t1	0	0	1	0	0	0	3	0	0	0	0	1	0	1	0	0	0	0
PrileiEVm021915t1	0	0	1	0	0	0	2	0	0	0	0	2	11	6	0	0	4	0
PrileiEVm021917t1	0	0	1	1	3	2	18	0	1	0	1	8	2	27	1	0	1	0
PrileiEVm021918t1	0	1	0	0	3	0	13	1	0	0	0	0	0	1	1	0	0	0
PrileiEVm021919t1	0	0	0	0	0	0	1	0	0	0	0	1	0	5	0	0	0	0
PrileiEVm021920t1	0	1	0	1	2	4	4	0	0	0	2	6	3	23	1	0	0	1
PrileiEVm021921t1	6	1	10	2	5	1	14	1	3	0	1	59	14	32	7	0	2	0
PrileiEVm021922t1	0	0	0	1	1	0	2	0	0	0	0	3	1	17	0	0	0	0
PrileiEVm021923t1	0	0	0	3	0	0	8	0	0	0	0	0	0	10	9	0	1	0
PrileiEVm021924t1	0	0	0	0	2	1	1	0	0	0	0	0	1	6	1	0	1	0
PrileiEVm021925t1	0	0	0	0	7	0	0	0	0	0	0	0	0	3	0	0	0	0
PrileiEVm021926t1	0	0	0	0	1	0	2	0	0	0	0	1	0	1	0	0	0	0
PrileiEVm021927t1	0	2	1	5	11	5	27	0	2	0	0	9	4	35	5	0	1	0
PrileiEVm021929t1	1	0	1	2	2	0	9	0	2	0	1	1	13	28	0	0	1	0
PrileiEVm021930t1	0	0	0	0	2	0	0	0	0	0	0	1	1	1	0	0	0	0
PrileiEVm021931t1	0	0	3	1	0	0	5	1	2	0	0	5	5	8	2	0	0	0
PrileiEVm021932t1	0	0	0	0	0	0	3	0	0	0	0	0	0	4	2	0	0	0
PrileiEVm021934t1	0	0	0	0	0	0	1	0	0	0	0	1	0	2	0	0	0	0
PrileiEVm021935t1	0	0	5	11	37	7	68	0	1	2	1	20	5	87	13	0	5	1
PrileiEVm021936t1	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0
PrileiEVm021937t1	0	0	0	0	9	0	6	0	0	0	0	0	0	10	2	0	0	0
PrileiEVm021938t1	0	0	1	2	9	1	9	0	0	0	1	22	7	28	0	0	8	1
PrileiEVm021940t1	0	1	21	1	33	1	68	0	0	1	0	1	2	38	12	0	2	1
PrileiEVm021941t1	0	0	1	3	10	4	9	0	3	0	0	6	4	48	3	0	3	0
PrileiEVm021942t1	1	0	2	0	9	2	5	0	0	0	0	1	1	15	1	0	0	0
PrileiEVm021943t1	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0
PrileiEVm021944t1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
PrileiEVm021946t1	0	0	1	1	2	0	2	1	1	0	1	1	2	14	0	0	0	0
PrileiEVm021947t1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
PrileiEVm021950t1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
PrileiEVm021951t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PrileiEVm021952t1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
PrileiEVm021955t1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
PrileiEVm021956t1	0	0	0	0	1	0	5	0	0	0	0	0	0	0	1	0	0	0
PrileiEVm021957t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PrileiEVm021958t1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
PrileiEVm021961t1	0	3	8	0	7	2	9	0	0	0	0	9	4	17	5	0	1	0
PrileiEVm021962t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PrileiEVm021972t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PrileiEVm021975t1	0	1	5	2	2	2	9	0	0	0	0	13	14	15	4	0	1	0
PrileiEVm021976t1	0	1	0	0	0	0	1	0	0	0	0	0	1	3	0	0	0	0
PrileiEVm021978t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PrileiEVm021979t1	0	0	0	1	0	17	3	0	0	0	0	0	0	2	0	0	0	0
PrileiEVm021980t1	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0
PrileiEVm021982t1	0	0	1	0	1	0	11	0	1	0	0	0	2	5	3	0	3	0
PrileiEVm021983t1	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0
PrileiEVm021984t1	0	0	0	0	3	0	2	0	0	1	0	17	3	8	0	0	0	0
PrileiEVm021985t1	0	1	0	0	0	6	7	0	0	0	0	0	1	5	0	0	0	0
PrileiEVm021986t1	0	0	0	1	0	0	6	0	0	0	0	1	2	20	0	0	1	0
PrileiEVm021989t1	0	0	0	0	0	0	3	0	0	1	0	1	2	10	0	0	0	0
PrileiEVm021990t1	1	0	2	2	2	1	6	0	1	1	0	8	5	16	3	0	3	1
PrileiEVm021991t1	1	3	1	1	5	1	10	0	0	1	1	4	6	16	1	1	0	0
PrileiEVm021992t1	0	0	1	1	1	0	6	0	0	25	0	3	0	7	0	0	0	0
PrileiEVm021993t1	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0
PrileiEVm021994t1	0	1	3	2	13	4	20	0	0	0	1	16	3	64	1	0	1	2
PrileiEVm021996t1	0	1	5	2	8	4	31	1	4	1	2	7	6	125	4	0	3	0
PrileiEVm021997t1	0	0	0	0	0	1	0	0	0	0	0	1	1	15	0	0	2	0
PrileiEVm021998t1	0	0	1	61	5	0	5	1	0	0	0	6	1	15	1	0	0	0
PrileiEVm021999t1	1	0	1	2	4	1	5	0	1	0	0	3	3	31	0	0	0	0
PrileiEVm022000t1	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0
PrileiEVm022002t1	0	0	3	0	2	0	19	0	1	0	0	1	1	2	2	0	1	0
PrileiEVm022003t1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PrileiEVm022004t1	0	2	3	2	8	0	4	0	0	3	2	7	1	52	0	0	1	0
PrileiEVm022005t1	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	1	0
PrileiEVm022006t1	0	1	5	3	4	0	295	0	0	0	0	1	2	18	7	0	0	0
PrileiEVm022007t1	0	0	0	0	64	0	1	0	0	0	0	1	0	3	0	1	0	0
PrileiEVm022008t1	0	0	0	1	19	0	0	0	1	0	0	2	0	3	0	0	0	0
PrileiEVm022009t1	0	3	2	9	3	1	66	0	0	0	1	3	0	16	0	0	1	0
PrileiEVm022010t1	0	0	1	2	5	0	3	0	0	0	0	2	1	70	1	0	0	0
PrileiEVm022011t1	1	0	4	2	10	0	7	0	0	0	0	5	0	11	3	1	1	0
PrileiEVm022012t1	0	1	1	3	8	4	16	0	0	0	0	3	4	40	4	0	5	0
PrileiEVm022013t1	0	0	1	0	0	0	8	0	0	0	0	3	0	3	0	0	0	0
PrileiEVm022014t1	0	2	8	4	316	2	7	3	6	0	1	11	4	24	4	0	2	0
PrileiEVm022015t1	0	0	0	0	1	0	4	0	0	0	0	0	0	3	0	0	1	0
PrileiEVm022016t1	0	0	1	2	4	0	7	0	0	0	0	3	4	24	1	0	1	0
PrileiEVm022018t1	0	0	3	3	2	2	10	0	0	0	1	5	12	30	2	0	0	2
PrileiEVm022019t1	0	0	4	0	4	0	2	0	1	0	0	31	6	29	0	0	1	0
PrileiEVm022020t1	0	0	0	1	0	0	1	0	1	0	0	0	1	1	0	0	0	0
PrileiEVm022021t1	0	0	2	0	31	0	23	0	0	0	0	0	0	18	12	0	2	1
PrileiEVm022022t1	0	2	4	9	10	1	24	1	4	2	0	15	9	83	4	1	3	1
PrileiEVm022023t1	0	1	1	0	1	0	2	0	0	0	0	12	8	23	2	0	0	0
PrileiEVm022024t1	0	1	3	4	5	3	10	2	3	0	0	10	6	53	2	0	0	0
PrileiEVm022025t1	0	2	4	2	8	5	19	0	1034	0	0	10	7	26	6	0	1	0
PrileiEVm022026t1	0	0	0	0	2	0	1	0	0	0	0	0	0	3	1	0	1	0
PrileiEVm022027t1	0	0	1	1	0	2	10	0	0	0	0	0	0	3	1	0	0	0
PrileiEVm022028t1	0	0	0	0	1	2	4	0	0	0	0	0	0	2	0	0	0	0
PrileiEVm022030t1	0	0	3	0	4	1	6	0	0	0	0	0	0	4	1	0	0	0
