	arginase+ cells	carbohydrate metabolic cells	chaetal sacs	eleocytes	epidermis	globin+ cells	gut	ldlrr+ cells	lipoxygenase+ cells	lumbrokinase+ cells	metanephridia	muscle	neurons	piwi+ cells	polycystin cells	secretory	unnanotated	vigilin+ cells
PrileiEVm030228t1	1	0	2	0	6	2	6	0	1	0	1	3	4	7	4	1	1	0
PrileiEVm030234t1	0	0	0	0	3	2	9	0	1	0	0	1	3	5	1	0	1	0
PrileiEVm030241t1	2	1	4	14	48	10	41	4	3	1	3	234	28	42	9	1	2	2
PrileiEVm030244t1	4	10	12	7	43	16	75	0	10	0	1	23	19	61	12	0	8	2
PrileiEVm030249t1	0	0	1	1	23	1	5	1	2	0	0	6	3	28	0	0	2	0
PrileiEVm030250t1	3	1	13	6	86	10	39	3	5	1	1	62	42	29	16	7	8	5
PrileiEVm030254t1	1	2	3	9	50	10	46	1	2	2	0	12	18	52	11	1	2	6
PrileiEVm030255t1	0	1	2	0	4	1	4	1	0	0	0	2	2	1	0	0	0	1
PrileiEVm030260t1	5	0	15	9	59	29	73	1	7	2	1	73	39	79	41	3	11	4
PrileiEVm030263t1	0	0	0	0	1	0	1	0	0	0	0	0	0	2	0	0	0	0
PrileiEVm030266t1	0	0	0	1	1	0	2	0	0	0	0	2	0	4	0	0	0	0
PrileiEVm030267t1	2	1	5	8	43	5	42	4	2	0	1	18	21	50	9	2	6	7
PrileiEVm030269t1	0	0	1	0	2	1	3	0	1	0	0	4	3	4	0	0	0	0
PrileiEVm030271t1	1	0	0	0	3	3	8	0	0	0	0	3	1	7	2	6	0	1
PrileiEVm030275t1	0	0	1	0	2	0	2	0	0	0	0	2	2	8	0	0	0	0
PrileiEVm030283t1	0	0	1	1	2	0	2	0	0	0	0	7	0	8	2	1	1	1
PrileiEVm030285t1	1	0	1	2	10	2	6	0	2	0	2	0	4	14	2	0	3	1
PrileiEVm030286t1	0	0	1	1	1	0	1	0	0	0	0	2	1	1	0	0	0	0
PrileiEVm030287t1	0	0	0	2	4	3	9	0	0	1	0	33	1	9	3	0	1	1
PrileiEVm030296t1	28	13	85	34	894	86	150	1	103	10	5	114	106	5704	159	10	173	12
PrileiEVm030298t1	1	0	1	2	4	1	124	0	0	0	0	1	3	1	0	1	1	0
PrileiEVm030302t1	3	2	7	19	102	29	89	0	3	5	1	28	9	224	21	2	6	9
PrileiEVm030309t1	0	3	6	8	23	6	22	1	1	2	0	20	8	21	9	2	1	2
PrileiEVm030314t1	4	16	7	14	76	16	75	0	1	6	1	70	17	56	11	4	3	12
PrileiEVm030332t1	0	1	6	10	78	32	72	0	3	9	0	25	28	326	11	2	7	11
PrileiEVm030347t1	1	4	14	2	359	9	235	0	3	4	0	8	13	45	33	7	14	16
PrileiEVm030355t1	0	0	1	1	5	1	13	0	0	0	0	2	1	0	1	0	0	0
PrileiEVm030356t1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0
PrileiEVm030358t1	1	0	1	1	4	2	6	0	1	0	0	7	2	4	1	0	0	0
PrileiEVm030359t1	0	0	0	8	9	3	13	0	4	1	0	9	2	12	1	1	0	3
PrileiEVm030361t1	0	0	0	0	6	2	5	0	0	0	0	4	1	6	0	0	0	0
PrileiEVm030367t1	0	0	1	1	9	3	5	0	1	0	1	3	0	13	0	1	0	0
PrileiEVm030371t1	0	0	1	1	3	0	1	0	0	0	0	2	2	3	0	0	0	0
PrileiEVm030380t1	0	0	2	1	4	0	7	0	0	0	0	1	4	6	0	0	0	0
PrileiEVm030381t1	1	2	10	11	57	34	41	0	4	5	1	51	36	93	7	3	4	2
PrileiEVm030395t1	0	0	0	1	1	1	0	0	0	0	0	0	2	1	0	0	0	0
PrileiEVm030402t1	0	0	0	3	7	8	13	0	0	0	0	9	2	13	3	0	1	0
PrileiEVm030417t1	2	2	31	7	34	7	42	0	5	4	5	34	23	46	9	0	4	3
PrileiEVm030423t1	0	0	0	0	2	1	2	0	1	3	0	0	2	4	4	7	1	1
PrileiEVm030428t1	0	0	2	20	24	3	295	2	0	0	0	15	10	38	8	0	1	1
PrileiEVm030447t1	2	5	8	11	22	14	17	1	7	1	2	20	34	36	10	2	5	3
PrileiEVm030457t1	4	1	3	7	16	5	17	0	0	0	0	14	18	41	5	3	3	3
PrileiEVm030462t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PrileiEVm030486t1	1	0	0	0	5	0	1	0	0	0	0	0	4	2	1	0	0	0
PrileiEVm030487t1	0	0	1	0	11	16	10	0	1	0	0	6	6	14	2	1	0	1
PrileiEVm030495t1	0	0	1	1	2	0	1	0	0	0	0	0	2	1	0	0	0	0
PrileiEVm030504t1	1	3	2	1	4	5	13	0	0	0	1	1	15	14	6	1	4	3
PrileiEVm030508t1	1	3	4	10	30	14	33	0	4	1	3	80	17	61	9	1	4	4
PrileiEVm030515t1	0	0	0	0	2	1	0	0	0	0	0	2	1	3	0	0	0	0
PrileiEVm030516t1	0	0	1	1	10	0	5	0	1	0	0	1	2	7	2	0	3	1
PrileiEVm030518t1	2	3	6	16	53	16	86	2	3	1	0	45	297	58	98	1	5	1
PrileiEVm030529t1	2	3	8	8	32	14	32	2	3	1	1	39	22	37	13	4	2	3
PrileiEVm030530t1	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0
PrileiEVm030539t1	1	2	16	16	41	13	76	4	3	2	0	36	24	43	9	7	3	3
PrileiEVm030542t1	0	0	1	0	3	0	2	0	1	0	0	1	1	6	1	1	0	1
PrileiEVm030543t1	0	3	7	10	27	2	22	1	4	11	0	7	10	50	6	10	1	70
PrileiEVm030544t1	5	13	23	38	174	46	150	1	11	8	1	86	99	217	43	3	7	13
PrileiEVm030547t1	1	0	1	0	6	2	1	0	1	1	0	0	1	11	1	0	1	1
PrileiEVm030565t1	0	0	0	2	2	2	7	0	1	5	0	1	1	1	2	1	1	0
PrileiEVm030566t1	0	0	0	1	2	2	3	0	0	0	0	1	3	4	6	0	0	1
PrileiEVm030575t1	0	6	1	6	8	4	620	0	1	3	1	4	3	5	5	1	0	2
PrileiEVm030577t1	1	2	10	29	36	8	55	3	2	1	1	51	87	70	9	5	5	2
PrileiEVm030588t1	0	0	0	1	4	0	2	0	0	0	0	0	0	6	0	0	0	0
PrileiEVm030594t1	7	9	34	67	273	59	192	1	19	14	2	105	98	811	53	9	32	22
PrileiEVm030613t1	1	2	4	17	72	27	84	0	2	1	0	25	18	70	19	1	1	14
PrileiEVm030631t1	1	4	5	25	138	21	64	0	5	2	0	32	34	109	15	2	9	11
PrileiEVm030654t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PrileiEVm030661t1	0	0	1	1	4	0	1	0	0	0	0	1	3	1	1	0	0	0
PrileiEVm030704t1	0	0	0	0	4	0	3	0	0	0	0	0	0	1	2	0	0	0
PrileiEVm030718t1	1	2	0	0	9	5	9	0	1	1	0	3	3	25	2	0	1	0
PrileiEVm030727t1	0	0	0	0	5	2	6	0	5	0	0	1	1	16	0	0	0	1
PrileiEVm030728t1	0	0	1	0	2	0	2	0	0	0	0	2	0	3	1	0	0	0
PrileiEVm030729t1	0	1	0	1	3	0	1	0	0	0	0	0	0	2	0	0	0	0
PrileiEVm030736t1	0	3	9	1	51	3	30	1	2	1	0	8	9	49	13	0	2	23
PrileiEVm030748t1	0	0	0	1	1	0	3	0	0	0	0	1	0	2	0	0	0	0
PrileiEVm030750t1	0	1	2	2	10	2	7	0	0	0	0	6	7	4	8	0	0	0
PrileiEVm030753t1	0	0	0	0	4	0	1	1	0	0	0	1	0	2	0	0	0	0
PrileiEVm030754t1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
PrileiEVm030760t1	0	0	0	3	1	1	8	0	1	0	0	2	2	6	3	0	0	1
PrileiEVm030762t1	2	5	6	19	69	13	62	1	6	5	0	28	16	71	14	3	4	5
PrileiEVm030768t1	0	0	0	1	1	0	0	0	0	0	0	1	9	1	0	0	0	0
PrileiEVm030774t1	1	1	8	1	34	0	14	0	0	3	0	1	0	14	0	0	0	1
PrileiEVm030780t1	0	1	3	7	39	10	29	1	2	1	0	20	32	67	14	4	5	4
PrileiEVm030783t1	0	0	1	1	5	0	6	0	1	0	0	3	3	6	0	0	0	0
PrileiEVm030785t1	1	1	0	0	4	2	6	0	1	0	1	0	3	7	1	0	0	0
PrileiEVm030796t1	1	0	4	2	23	4	20	0	4	0	0	9	15	24	1	1	4	0
PrileiEVm030801t1	1	6	13	7	37	22	142	1	7	5	0	46	40	99	20	1	10	3
PrileiEVm030806t1	0	0	0	0	3	0	4	0	0	1	0	1	1	1	0	0	0	0
PrileiEVm030826t1	0	0	0	0	0	1	2	0	0	0	0	0	1	0	0	0	0	0
PrileiEVm030832t1	0	0	0	2	11	2	60	0	1	0	0	2	0	5	22	0	2	2
PrileiEVm030835t1	0	1	1	0	1	0	264	0	1	2	0	0	1	2	1	0	1	0
PrileiEVm030852t1	0	0	0	0	0	1	0	0	0	0	0	1	2	5	0	0	0	0
PrileiEVm030858t1	0	1	0	0	8	1	1	0	0	0	0	5	2	5	1	0	0	1
PrileiEVm030869t1	0	0	1	1	7	1	10	1	1	0	0	6	1	9	0	0	0	1
PrileiEVm030871t1	0	32	3	2	16	2	366	0	1	2	0	16	3	22	7	1	2	9
PrileiEVm030873t1	9	6	49	130	54	105	172	8	15	32	7	96	80	317	20	11	15	84
PrileiEVm030877t1	0	1	1	1	1	0	1	0	0	0	0	4	1	1	3	0	0	0
PrileiEVm030879t1	1	0	4	38	31	3	23	0	2	1	0	7	3	18	1	0	0	0
PrileiEVm030880t1	0	0	0	1	0	0	1	0	0	0	0	1	3	0	0	0	0	0
PrileiEVm030888t1	1	5	1	16	15	22	21	0	0	0	0	16	13	24	4	0	0	0
PrileiEVm030889t1	0	0	0	0	3	1	0	0	0	0	0	0	1	4	1	0	0	0
PrileiEVm030899t1	1	0	1	1	13	3	9	0	0	1	0	19	14	12	5	1	1	2
PrileiEVm030908t1	0	0	0	0	2	0	2	0	1	0	0	1	3	0	3	0	1	0
PrileiEVm030909t1	0	0	0	0	3	3	8	0	0	0	0	4	2	9	0	0	2	0
PrileiEVm030912t1	0	0	2	3	5	0	4	0	0	0	0	1	0	9	0	0	0	0
PrileiEVm030917t1	8	3	11	55	172	222	86	2	26	4	4	224	14	211	13	4	8	9
PrileiEVm030919t1	0	2	1	1	16	8	8	0	2	0	0	10	9	18	2	0	1	2
PrileiEVm030926t1	0	0	0	2	6	5	6	0	0	0	1	10	8	10	2	1	2	2
PrileiEVm030927t1	0	0	0	0	2	0	0	0	0	0	0	0	1	2	0	28	0	0
PrileiEVm030928t1	0	0	0	0	4	8	3	0	3	2	0	0	2	3	1	1	0	3
PrileiEVm030942t1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
PrileiEVm030949t1	0	0	0	1	6	4	5	0	1	1	0	0	1	4	2	1	1	1
PrileiEVm030960t1	0	0	1	0	2	10	4	0	1	0	0	73	0	4	1	0	0	0
PrileiEVm030980t1	2	1	2	4	23	7	19	2	2	1	0	15	11	64	4	2	3	1
PrileiEVm030996t1	1	0	2	34	25	7	40	0	7	3	0	12	7	24	15	1	1	2
PrileiEVm030997t1	0	1	1	0	25	0	9	0	0	1	0	1	0	14	1	0	1	0
PrileiEVm031001t1	0	1	5	2	58	0	54	0	0	2	0	7	4	25	7	1	6	0
PrileiEVm031007t1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0
PrileiEVm031014t1	0	1	2	0	3	2	6	0	0	0	0	1	0	3	1	0	0	0
PrileiEVm031029t1	0	0	0	4	29	6	38	0	2	1	0	2	13	11	3	1	1	1
PrileiEVm031031t1	0	0	0	0	1	3	2	0	0	0	0	0	0	2	0	0	0	2
PrileiEVm031034t1	2	1	21	4	220	17	138	2	0	3	0	8	6	36	20	2	4	6
PrileiEVm031037t1	0	0	0	0	8	2	6	0	0	0	1	15	2	4	2	0	1	0
PrileiEVm031071t1	0	0	0	0	5	1	6	0	0	0	0	0	0	5	2	1	0	0
PrileiEVm031074t1	0	0	0	2	3	1	3	0	0	0	0	1	5	3	0	0	0	0
PrileiEVm031093t1	0	0	0	0	2	0	4	0	0	1	0	0	2	3	0	0	0	0
PrileiEVm031129t1	0	0	0	0	0	2	0	0	0	0	0	1	0	0	1	0	1	0
PrileiEVm031133t1	0	0	0	0	1	3	3	0	0	0	0	2	1	3	0	0	1	0
PrileiEVm031153t1	0	0	0	1	0	1	5	0	0	0	0	5	0	2	0	0	1	0
PrileiEVm031155t1	0	0	0	0	2	0	7	0	0	0	0	0	0	2	1	0	1	0
PrileiEVm031156t1	0	1	1	0	2	1	2	0	1	0	0	2	1	1	2	0	0	1
PrileiEVm031162t1	0	0	0	0	5	2	2	0	0	0	0	0	2	6	1	0	0	0
PrileiEVm031172t1	0	0	2	2	2	0	2	0	0	0	0	0	1	3	0	0	0	0
PrileiEVm031176t1	0	0	0	0	2	0	1	0	0	0	0	0	1	1	0	0	0	0
PrileiEVm031189t1	0	0	0	0	12	4	3	0	0	0	0	5	0	10	1	0	1	0
PrileiEVm031190t1	1	6	1	6	22	3	10	1	0	1	1	20	3	15	1	0	0	7
PrileiEVm031192t1	4	4	6	31	103	23	57	0	5	1	1	40	13	65	2	1	6	3
PrileiEVm031196t1	0	0	0	1	0	1	0	0	0	0	0	2	0	2	1	0	0	0
PrileiEVm031199t1	0	1	6	15	53	13	38	1	5	7	0	34	40	65	23	5	2	7
PrileiEVm031206t1	1	0	2	2	5	3	3	0	1	1	0	5	2	8	0	0	0	0
PrileiEVm031212t1	0	0	0	0	1	2	2	0	0	0	0	0	0	2	0	0	0	0
PrileiEVm031215t1	1	0	2	3	18	5	9	0	0	1	0	8	4	22	4	1	0	0
PrileiEVm031220t1	16	10	15	82	90	25	1246	3	1	37	0	61	13	173	21	8	10	7
PrileiEVm031226t1	0	0	0	0	4	0	4	0	0	0	0	0	1	4	0	38	0	0
PrileiEVm031229t1	0	0	1	0	4	2	3	0	0	1	0	0	0	4	3	0	1	0
PrileiEVm031253t1	0	0	2	1	7	1	8	0	0	0	0	2	1	7	1	0	0	0
PrileiEVm031259t1	0	0	0	0	5	0	1	0	0	0	0	1	0	3	1	0	0	0
PrileiEVm031268t1	0	0	0	0	0	2	0	0	0	0	0	3	1	0	0	0	0	1
PrileiEVm031270t1	0	0	0	3	52	0	13	1	0	3	0	4	1	18	3	0	2	0
PrileiEVm031285t1	126	3	325	10	60	18	18	33	4	1	13	255	40	110	11	2	36	17
PrileiEVm031290t1	0	0	2	5	3	1	4	0	1	0	0	9	4	7	0	1	0	0
PrileiEVm031293t1	0	0	3	0	9	1	7	0	0	0	0	6	3	11	0	0	1	1
PrileiEVm031307t1	0	3	14	9	46	4	89	2	1	3	0	2	6	75	13	2	5	18
PrileiEVm031313t1	0	0	1	1	1	38	8	0	2	0	1	102	27	8	3	2	6	4
PrileiEVm031326t1	2	2	16	9	10	2	37	2	2	0	0	30	20	35	5	1	6	3
PrileiEVm031336t1	1	4	6	34	23	447	49	17	7	4	3	123	30	225	6	6	5	3
PrileiEVm031344t1	0	1	0	2	6	0	0	0	0	0	0	0	1	33	1	0	0	0
PrileiEVm031369t1	0	0	1	5	9	7	7	1	1	0	0	0	1	14	2	0	0	1
PrileiEVm031378t1	198	0	1	2	4	1	1	0	0	0	26	2	2	3	2	0	0	1
PrileiEVm031418t1	0	0	1	2	3	17	0	0	0	1	0	1	0	3	1	0	0	1
PrileiEVm031420t1	0	0	2	0	2	1	3	1	0	0	0	3	4	5	0	0	1	0
PrileiEVm031427t1	0	0	0	0	5	3	2	5	0	1	0	14	35	11	6	1	1	0
PrileiEVm031432t1	0	0	1	0	3	0	4	0	0	1	0	8	1	11	0	2	0	0
PrileiEVm031444t1	1	1	3	3	30	9	16	0	2	2	1	14	12	53	3	1	1	2
PrileiEVm031447t1	0	0	0	1	1	0	3	0	0	0	0	3	29	0	0	0	0	0
PrileiEVm031449t1	0	0	0	0	14	1	1	4	0	0	0	5	1	3	0	1	0	0
PrileiEVm031456t1	0	0	1	1	1	0	0	0	0	0	0	0	0	2	0	0	0	0
PrileiEVm031457t1	0	2	46	13	45	16	70	2	7	51	0	12	24	110	14	8	9	66
PrileiEVm031463t1	0	0	0	1	2	1	0	0	0	0	0	1	1	3	1	1	0	0
PrileiEVm031473t1	0	0	34	10	19	39	56	1	2	1	2	14	28	29	2	0	2	0
PrileiEVm031474t1	0	0	1	0	17	2	10	0	0	0	0	3	2	8	28	0	0	2
PrileiEVm031487t1	0	0	1	0	130	0	12	0	0	0	0	2	4	4	1	1	0	0
PrileiEVm031508t1	0	0	0	1	1	0	1	0	0	0	0	2	3	0	1	0	0	0
PrileiEVm031523t1	0	0	0	0	4	0	2	0	0	0	0	0	0	3	0	0	0	0
PrileiEVm031532t1	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0
PrileiEVm031534t1	0	0	0	3	2	0	5	0	0	0	0	1	0	3	2	1	0	0
PrileiEVm031545t1	0	0	0	0	0	0	0	0	0	0	0	5	5	0	0	0	0	0
PrileiEVm031549t1	0	0	1	1	4	1	1	0	1	0	0	7	0	1	1	0	0	0
PrileiEVm031563t1	32	46	169	156	1427	296	639	15	102	25	20	506	479	3352	312	23	156	59
PrileiEVm031584t1	2	0	19	24	142	19	54	4	9	5	3	93	78	192	20	8	18	6
PrileiEVm031588t1	1	1	0	2	7	0	10	0	0	1	2	5	3	16	1	0	1	0
PrileiEVm031590t1	0	0	0	0	0	0	6	0	0	0	1	1	0	3	0	0	1	0
PrileiEVm031598t1	0	0	2	6	3	2	10	0	0	0	0	3	1	5	0	0	0	0
PrileiEVm031600t1	1	2	2	17	40	24	43	1	2	0	1	6	12	96	7	1	1	2
PrileiEVm031604t1	3	4	17	52	38	11	207	0	1	5	0	9	15	101	7	7	11	12
PrileiEVm031610t1	0	0	2	0	9	2	6	0	0	0	0	4	2	6	0	0	0	0
PrileiEVm031613t1	0	0	1	4	11	3	13	1	0	0	0	5	15	13	0	4	0	0
PrileiEVm031618t1	2	0	20	11	67	37	25	0	21	5	1	90	112	32	55	3	83	10
PrileiEVm031619t1	1	0	1	3	6	4	8	0	0	2	0	5	2	9	1	0	0	0
PrileiEVm031629t1	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0
PrileiEVm031631t1	0	0	2	0	155	4	5	0	1	1	0	5	1	5	1	0	3	3
PrileiEVm031663t1	0	0	0	1	3	1	1	0	0	0	0	0	0	4	0	0	0	0
PrileiEVm031689t1	0	0	4	1	5	4	6	0	3	0	0	1	2	4	4	0	1	0
PrileiEVm031701t1	3	3	30	18	109	33	82	1	19	14	2	63	51	855	40	4	27	18
PrileiEVm031728t1	0	0	0	3	3	19	20	0	1	0	0	3	1	5	2	4	1	1
PrileiEVm031750t1	0	0	2	5	21	7	28	2	12	5	0	2	4	43	3	2	2	28
PrileiEVm031758t1	3	0	5	6	29	8	16	0	3	1	1	8	13	19	13	1	0	0
PrileiEVm031774t1	4	0	15	54	92	8	33	1	1	2	2	18	12	76	11	3	3	2
PrileiEVm031776t1	0	0	2	0	1	0	3	0	0	0	0	0	3	1	2	0	0	1
PrileiEVm031777t1	0	0	2	0	0	2	2	0	0	0	1	1	1	20	1	0	0	0
PrileiEVm031783t1	0	0	1	2	8	0	5	1	0	0	0	5	1	14	3	0	0	1
PrileiEVm031787t1	0	0	1	0	4	0	2	0	0	0	0	5	0	7	5	0	0	0
PrileiEVm031819t1	0	0	0	0	0	0	0	0	0	0	0	6	8	2	0	0	2	0
PrileiEVm031863t1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PrileiEVm031865t1	0	0	0	2	69	9	9	2	0	0	0	12	16	17	10	1	3	0
PrileiEVm031867t1	1	1	0	0	10	0	3	0	0	0	0	3	113	9	43	3	4	1
PrileiEVm031869t1	0	1	8	5	37	18	28	1	3	2	0	3	2	5	1	3	2	0
PrileiEVm031870t1	0	0	0	0	3	2	2	0	0	0	0	2	0	5	1	0	0	0
PrileiEVm031872t1	7	15	46	34	230	189	199	2	54	14	3	125	74	835	40	4	29	21
PrileiEVm031876t1	0	0	0	3	5	2	5	2	0	1	0	9	223	14	1	1	2	0
PrileiEVm031888t1	1	0	0	9	15	0	2	0	0	0	0	1	3	9	0	0	0	1
PrileiEVm031889t1	0	0	0	1	3	0	3	0	0	0	0	2	1	3	1	0	0	0
PrileiEVm031891t1	0	0	0	0	4	0	4	1	0	0	0	0	8	2	1	0	2	0
PrileiEVm031894t1	0	0	1	0	3	0	4	0	0	0	0	2	3	11	0	0	1	1
PrileiEVm031895t1	1	1	1	8	18	3	14	13	0	3	2	37	273	22	56	2	15	5
PrileiEVm031901t1	0	1	6	7	31	4	29	0	0	3	0	17	24	71	7	846	1	5
PrileiEVm031909t1	0	0	1	4	16	1	5	1	0	0	0	1	7	26	0	1	1	2
PrileiEVm031914t1	6	3	13	42	117	36	97	1	11	6	4	93	52	173	24	14	7	18
PrileiEVm031915t1	4	0	0	4	3	6	1	0	2	1	5	20	0	7	0	0	0	0
PrileiEVm031919t1	0	0	0	0	5	1	10	0	2	0	0	6	1	11	1	0	0	0
PrileiEVm031921t1	0	0	2	3	22	9	21	0	1	1	0	9	7	12	5	1	2	1
PrileiEVm031945t1	0	0	1	3	2	0	2	0	0	0	0	1	2	0	0	0	0	0
PrileiEVm031996t1	26	543	43	52	342	934	371	3	20	15	143	36	17	453	21	14	18	53
PrileiEVm032016t1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1
PrileiEVm032055t1	0	2	4	5	53	12	33	0	8	0	0	27	10	40	8	2	5	10
PrileiEVm032057t1	0	0	1	1	8	4	4	0	0	0	0	1	1	12	0	0	0	1
PrileiEVm032058t1	0	0	2	0	37	1	4	0	0	0	0	5	6	9	2	0	1	0
PrileiEVm032065t1	0	0	0	0	10	1	8	0	0	1	0	5	8	8	2	0	2	0
PrileiEVm032069t1	0	0	0	2	0	2	0	0	0	0	0	3	2	1	0	0	0	0
PrileiEVm032070t1	0	0	4	4	5	0	6	0	0	0	0	3	4	12	0	0	0	0
PrileiEVm032076t1	2	0	2	5	35	4	17	0	0	0	2	6	5	75	5	0	3	1
PrileiEVm032091t1	6	12	27	47	241	78	269	5	18	41	5	97	82	197	58	22617	12	54
PrileiEVm032096t1	1	2	6	2	45	10	21	0	2	0	1	18	17	84	15	6	4	1
PrileiEVm032101t1	1	0	0	0	3	0	2	0	0	0	0	2	0	4	0	0	1	0
PrileiEVm032104t1	0	0	1	1	15	1	8	0	1	1	0	10	8	17	2	0	3	0
PrileiEVm032146t1	1	0	2	3	12	7	16	2	2	0	0	303	60	6	3	1	1	1
PrileiEVm032153t1	0	0	0	3	47	7	38	0	0	0	1	11	12	16	14	1	4	2
PrileiEVm032155t1	0	0	0	1	1	0	92	0	0	0	0	1	1	2	1	0	1	1
PrileiEVm032163t1	0	1	2	2	9	6	16	0	2	2	1	13	1	36	2	0	1	3
PrileiEVm032200t1	0	0	0	1	1	4	35	0	0	1	0	0	0	3	1	0	0	0
PrileiEVm032209t1	3	11	17	39	97	34	110	2	1	11	4	26	13	137	31	10	6	10
PrileiEVm032210t1	5	1	7	21	56	17	57	1	5	4	2	50	21	111	8	4	7	2
PrileiEVm032237t1	0	0	1	0	2	0	2	0	0	0	1	1	1	6	0	0	0	0
PrileiEVm032240t1	3	1	23	1	137	45	31	1	2	0	2	38	5	117	7	0	0	1
PrileiEVm032246t1	0	0	1	1	1	0	1	0	0	0	0	1	0	1	1	0	0	0
PrileiEVm032247t1	0	0	0	1	1	0	4	0	0	1	0	0	0	2	0	0	1	0
PrileiEVm032265t1	2	56	17	31	163	41	228	1	15	11	7	115	38	245	16	6	10	36
PrileiEVm032270t1	6	8	11	27	164	65	187	6	7	4	4	40	62	84	56	4	4	8
PrileiEVm032287t1	5	9	4	15	42	21	20	2	700	2	8	43	19	17	10	3	4	4
PrileiEVm032292t1	0	0	1	1	6	3	5	0	1	1	1	3	1	10	2	0	0	0
PrileiEVm032314t1	0	0	2	5	5	19	6	1	0	0	0	13	3	6	1	0	0	1
PrileiEVm032342t1	0	1	3	10	51	16	71	0	10	4	0	953	12	70	5	1	2	9
PrileiEVm032350t1	0	1	5	1	106	3	5	0	2	1	2	3	3	21	12	1	5	0
PrileiEVm032362t1	0	0	0	2	4	0	4	0	0	0	0	7	0	8	1	0	0	1
PrileiEVm032368t1	0	1	9	5	22	8	26	3	2	10	1	18	10	36	2	2	1	15
PrileiEVm032376t1	0	0	0	0	32	1	14	0	0	1	0	0	1	0	3	1	0	1
PrileiEVm032390t1	0	0	2	0	5	2	3	0	0	0	0	3	2	10	1	0	0	0
PrileiEVm032394t1	0	0	0	8	32	17	17	2	1	2	0	12	19	32	8	3	3	5
PrileiEVm032395t1	0	1	2	3	10	7	7	0	2	0	0	3	10	12	1	1	2	2
PrileiEVm032396t1	0	0	0	0	4	2	0	0	0	0	0	1	3	1	0	0	0	1
PrileiEVm032402t1	0	0	1	3	13	2	2	0	0	0	0	0	0	3	0	0	1	0
PrileiEVm032407t1	0	0	1	2	14	5	8	1	1	0	0	8	48	23	19	1	2	7
PrileiEVm032410t1	2	1	25	30	86	25	26	1	10	3	5	37	66	194	41	3	13	31
PrileiEVm032412t1	2	11	19	58	73	53	71	8	2	0	4	9	23	98	8	2	4	1
PrileiEVm032414t1	1	5	5	5	120	31	56	0	7	0	2	96	5	31	14	252	3	5
PrileiEVm032439t1	0	0	1	1	1	0	1	0	0	0	1	2	0	4	0	1	0	0
PrileiEVm032464t1	1	0	4	3	58	10	27	1	2	0	0	10	5	40	15	1	1	4
PrileiEVm032520t1	0	0	1	1	21	5	10	0	2	0	0	11	13	35	5	0	0	1
PrileiEVm032521t1	0	0	1	89	3	0	0	4	0	1	0	0	12	6	0	0	1	1
PrileiEVm032551t1	0	0	0	0	0	4	2	0	2	1	0	2	2	1	1	0	0	1
PrileiEVm032557t1	0	0	3	5	19	2	7	0	1	0	0	7	10	66	5	0	1	0
PrileiEVm032575t1	0	0	0	0	3	0	0	0	0	0	0	3	1	1	0	0	0	0
PrileiEVm032579t1	3	0	4	7	44	6	20	1	3	2	0	28	27	39	7	1	4	2
PrileiEVm032588t1	3	0	7	9	19	5	84	3	3	2	0	10	12	70	18	0	2	1
PrileiEVm032591t1	1	1	6	6	22	14	9	0	2	2	1	44	26	77	14	6	10	4
PrileiEVm032592t1	0	0	0	0	3	0	0	0	0	0	0	1	0	4	0	0	1	0
PrileiEVm032603t1	2	5	13	20	84	14	45	2	3	0	2	63	35	92	18	3	7	1
PrileiEVm032616t1	0	1	1	1	37	14	59	0	0	2	0	2	4	73	5	1	4	7
PrileiEVm032621t1	2	6	11	26	30	5	30	1	2	2	1	44	46	93	11	0	4	4
PrileiEVm032632t1	0	0	0	0	7	1	5	0	0	0	0	1	1	6	0	0	1	0
PrileiEVm032644t1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	5
PrileiEVm032663t1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
PrileiEVm032703t1	0	0	5	9	22	5	34	0	1	1	0	12	12	25	14	1	1	1
PrileiEVm032729t1	18	0	4	7	58	46	58	3	5	3	0	96	59	130	56	2	2	4
PrileiEVm032730t1	2	0	0	2	123	4	6	0	1	0	2	3	6	8	8	0	2	0
PrileiEVm032734t1	1	0	0	1	5	1	1	0	0	0	0	3	2	6	0	0	0	0
PrileiEVm032744t1	2	1	9	8	67	9	83	2	5	1	0	46	29	136	19	0	8	5
PrileiEVm032746t1	0	4	11	13	36	14	44	1	5	6	0	26	9	38	5	4	2	3
