	arginase+ cells	carbohydrate metabolic cells	chaetal sacs	eleocytes	epidermis	globin+ cells	gut	ldlrr+ cells	lipoxygenase+ cells	lumbrokinase+ cells	metanephridia	muscle	neurons	piwi+ cells	polycystin cells	secretory	unnanotated	vigilin+ cells
PrileiEVm001395t1	0	1	0	2	6	6	4	0	0	0	0	9	21	18	3	0	3	0
PrileiEVm001396t1	0	0	5	5	6	9	877	1	2	5	1	13	5	58	7	0	6	2
PrileiEVm001397t1	0	1	7	11	38	10	59	2	2	2	1	200	100	117	23	0	8	20
PrileiEVm001398t1	1	1	8	9	54	20	49	4	1	1	0	23	23	93	21	3	6	5
PrileiEVm001399t1	0	0	1	0	1	2	14	0	0	0	0	0	2	1	0	0	3	0
PrileiEVm001400t1	0	0	1	5	45	2	80	0	0	0	0	5	10	19	7	0	3	1
PrileiEVm001401t1	0	0	2	2	107	14	10	0	14	4	0	6	10	490	10	2	15	0
PrileiEVm001402t1	0	0	7	15	45	8	80	0	1	3	0	65	14	33	5	0	3	2
PrileiEVm001403t1	9	21	41	30	123	54	145	12	4	13	4	125	79	241	17	4	6	3
PrileiEVm001404t1	1	2	13	15	75	26	63	3	9	5	2	41	65	113	24	10	7	8
PrileiEVm001405t1	0	3	1	2	14	7	21	1	2	1	0	20	9	42	7	0	3	0
PrileiEVm001406t1	3	2	7	10	84	8	50	1	8	5	0	40	35	192	19	1	8	4
PrileiEVm001407t1	1	0	2	2	11	4	48	0	1	0	0	6	10	31	38	1	1	1
PrileiEVm001408t1	0	1	0	3	12	2	51	0	1	1	0	1	3	8	60	0	0	0
PrileiEVm001409t1	0	0	2	6	22	4	22	0	1	1	0	10	16	45	3	0	3	1
PrileiEVm001410t1	5	13	16	82	275	15	73	2	6	4	1	15	32	207	8	5	16	3
PrileiEVm001411t1	2	0	1	0	4	3	121	0	4	0	1	0	4	12	46	1	1	2
PrileiEVm001412t1	2	1	13	14	78	15	57	2	8	7	4	33	27	132	14	4	9	9
PrileiEVm001413t1	8	1	17	27	221	26	65	3	23	7	1	70	73	803	28	7	30	8
PrileiEVm001414t1	1	1	24	19	95	23	108	2	6	4	3	80	65	212	35	4	7	13
PrileiEVm001415t1	4	7	53	11	184	8	613	4	5	12	1	13	20	93	33	4	9	21
PrileiEVm001416t1	2	0	8	6	31	12	146	1	6	2	1	31	13	85	11	4	9	7
PrileiEVm001417t1	0	1	9	1	128	1	5	0	0	1	0	7	2	25	3	0	1	2
PrileiEVm001418t1	0	0	6	0	14	0	9	0	0	0	1	5	54	10	3	13	7	2
PrileiEVm001419t1	0	1	3	0	11	2	10	0	0	0	0	10	28	12	5	0	2	2
PrileiEVm001420t1	2	4	11	7	63	31	66	2	11	9	3	42	20	160	11	3	4	14
PrileiEVm001421t1	0	0	2	1	9	2	272	0	0	2	0	4	1	12	4	0	1	1
PrileiEVm001422t1	5	0	0	2	15	5	58	0	0	2	0	0	0	24	47	0	1	2
PrileiEVm001423t1	12	1	5	6	23	9	542	0	0	1	1	16	8	28	195	1	6	2
PrileiEVm001424t1	0	0	0	2	9	2	60	0	0	0	1	3	10	21	12	1	1	2
PrileiEVm001425t1	0	5	2	4	47	23	55	1	7	0	2	10	7	91	3	3	3	3
PrileiEVm001426t1	0	2	1	11	29	11	18	0	6	5	1	15	11	73	4	0	1	1
PrileiEVm001427t1	1	1	9	3	32	4	9	0	1	0	2	80	14	76	3	2	4	0
PrileiEVm001428t1	1	1	3	25	84	25	28	1	3	1	0	34	11	54	8	7	3	6
PrileiEVm001429t1	1	0	0	1	8	1	9	0	1	0	0	5	56	17	14	0	2	0
PrileiEVm001430t1	2	2	9	3	96	5	42	3	0	3	1	5	4	32	34	0	2	2
PrileiEVm001431t1	0	0	5	0	7	3	3	0	0	3	0	6	52	27	19	2	2	0
PrileiEVm001432t1	1	0	3	6	16	47	11	0	9	0	2	87	8	49	7	0	2	2
PrileiEVm001433t1	7	4	8	3	55	8	144	0	0	1	0	8	19	121	36	5	2	1
PrileiEVm001434t1	2	0	9	1	76	11	16	2	8	4	0	9	6	380	6	1	11	1
PrileiEVm001435t1	2	0	8	6	29	3	70	0	3	1	0	6	5	89	7	1	3	1
PrileiEVm001436t1	1	0	1	1	7	1	7	0	1	0	0	12	56	5	3	1	3	1
PrileiEVm001437t1	0	0	2	2	8	4	9	218	7	1	0	4	2	6	0	2	0	1
PrileiEVm001438t1	0	1	2	0	10	2	4	0	0	0	0	3	2	10	88	0	1	2
PrileiEVm001439t1	9	5	68	71	351	116	319	10	40	37	3	263	135	986	68	11	43	36
PrileiEVm001440t1	8	3	20	20	108	22	82	0	10	6	5	71	56	248	29	4	6	14
PrileiEVm001441t1	4	3	14	23	103	35	68	3	12	6	4	62	100	159	25	1	11	12
PrileiEVm001442t1	8	10	37	29	184	75	162	8	23	14	4	165	117	293	42	11	17	23
PrileiEVm001443t1	3	4	15	9	64	19	64	7	3	7	1	80	55	64	27	7	1	4
PrileiEVm001444t1	4	1	12	3	95	10	27	1	9	1	0	8	13	653	7	0	16	1
PrileiEVm001445t1	0	0	0	1	13	2	309	0	2	1	2	0	3	10	2	1	2	2
PrileiEVm001446t1	12	1	1	3	2	4	117	0	0	1	0	2	6	7	0	0	0	0
PrileiEVm001447t1	3	1	19	30	103	53	100	6	8	3	0	121	121	361	36	13	16	6
PrileiEVm001448t1	6	2	17	14	101	31	77	2	12	7	5	34	42	192	22	5	12	7
PrileiEVm001449t1	3	1	14	4	32	13	30	0	3	4	1	36	17	40	7	1	4	1
PrileiEVm001450t1	10	5	130	81	508	266	484	10	37	75	5	142	93	471	88	11	19	14
PrileiEVm001451t1	9	0	3	1	22	9	121	0	1	1	2	7	2	93	25	1	3	1
PrileiEVm001452t1	0	1	0	22	4	1	219	1	0	0	0	2	2	15	2	1	3	0
PrileiEVm001453t1	0	0	0	0	15	4	170	0	1	0	1	5	1	8	34	0	2	0
PrileiEVm001454t1	0	0	0	1	1	1	4	22	0	1	0	2	31	5	2	1	0	0
PrileiEVm001455t1	5	4	24	33	155	145	196	4	34	4	3	75	42	207	28	4	9	15
PrileiEVm001456t1	0	0	2	0	80	0	1	0	2	0	1	4	6	2	0	0	0	0
PrileiEVm001457t1	2	2	14	18	43	19	281	2	9	2	1	51	31	90	13	5	5	5
PrileiEVm001458t1	0	0	5	0	18	1	7	0	2	1	0	131	7	34	2	1	2	1
PrileiEVm001459t1	8	29	80	10	773	17	609	1	8	18	2	23	30	208	59	10	25	11
PrileiEVm001460t1	2	0	3	3	17	24	13	0	4	7	0	72	9	11	1	0	3	0
PrileiEVm001461t1	1	0	5	7	47	51	36	2	12	0	1	24	13	160	13	1	4	4
PrileiEVm001462t1	11	5	51	62	427	70	254	7	30	7	4	184	189	1512	101	8	33	10
PrileiEVm001463t1	2	1	10	17	77	28	65	1	5	5	2	53	18	121	13	2	5	9
PrileiEVm001464t1	1	0	1	2	13	3	13	0	0	1	0	6	5	54	0	0	2	0
PrileiEVm001465t1	3	1	7	6	37	3	86	0	1	3	2	19	18	36	9	3	1	6
PrileiEVm001466t1	0	0	2	0	52	3	5	0	2	1	0	19	0	6	3	1	1	1
PrileiEVm001467t1	0	0	0	2	7	3	4	0	0	0	0	25	30	9	1	1	4	0
PrileiEVm001468t1	0	5	6	14	70	12	209	1	2	2	1	33	16	78	15	1	4	8
PrileiEVm001469t1	3	2	1	7	39	16	305	0	4	1	0	16	42	100	191	1	9	9
PrileiEVm001470t1	4	0	2	5	32	6	36	0	1	1	0	16	15	117	12	1	4	2
PrileiEVm001471t1	0	0	1	3	10	1	2	1	0	0	0	3	19	10	1	0	0	3
PrileiEVm001472t1	2	3	6	13	56	29	45	4	2	1	1	42	22	84	13	4	5	5
PrileiEVm001473t1	0	1	1	2	5	2	160	0	0	7	0	3	6	32	0	0	0	0
PrileiEVm001474t1	3	0	1	4	3	6	7	0	0	0	0	137	12	12	1	0	1	0
PrileiEVm001475t1	1	2	12	7	47	12	33	1	3	1	2	28	39	69	6	4	5	8
PrileiEVm001476t1	0	0	0	0	4	0	7	0	0	1	0	6	1	9	2	0	1	3
PrileiEVm001477t1	0	4	3	2	4	0	391	0	1	4	0	5	1	43	6	1	0	1
PrileiEVm001478t1	0	0	2	3	9	1	16	0	2	1	0	5	43	10	3	0	0	0
PrileiEVm001479t1	1	3	13	1	23	2	42	0	0	8	1	9	1	22	2	0	2	20
PrileiEVm001480t1	0	2	1	0	7	1	5	0	0	1	0	24	27	7	18	3	1	1
PrileiEVm001481t1	0	0	1	0	2	1	7	0	0	1	0	3	29	6	1	0	1	0
PrileiEVm001482t1	2	0	0	3	8	4	92	1	2	1	0	3	4	19	48	1	1	0
PrileiEVm001483t1	0	0	4	2	303	6	9	0	2	0	0	9	4	22	14	1	4	3
PrileiEVm001484t1	0	4	7	3	456	8	16	1	4	1	0	13	9	44	12	1	12	0
PrileiEVm001485t1	2	0	0	0	8	3	21	0	1	0	0	8	5	17	12	0	2	0
PrileiEVm001486t1	0	0	1	2	1	4	7	0	0	1	0	1	2	7	2	0	1	1
PrileiEVm001487t1	1	4	173	13	658	16	73	0	4	2	0	18	24	70	59	3	19	21
PrileiEVm001488t1	1	3	3	20	291	20	176	0	4	3	0	9	4	433	4	1	13	11
PrileiEVm001489t1	6	10	12	8	98	42	62	0	2	11	8	24	16	111	12	4	9	6
PrileiEVm001490t1	3	2	15	13	83	20	89	3	6	1	2	46	45	127	39	3	12	6
PrileiEVm001491t1	19	19	69	104	426	160	426	6	42	25	5	268	148	863	62	13	15	31
PrileiEVm001492t1	0	1	1	1	6	2	12	0	0	4	0	4	4	6	48	1	1	0
PrileiEVm001493t1	4	1	3	22	59	36	67	0	6	3	2	31	42	132	19	4	6	24
PrileiEVm001494t1	4	0	9	3	115	11	21	2	1	0	0	17	9	97	8	1	6	18
PrileiEVm001495t1	2	0	0	7	2	3	94	0	0	0	0	2	3	6	1	0	0	0
PrileiEVm001496t1	2	1	27	43	31	46	39	0	7	2	4	74	43	82	10	2	8	6
PrileiEVm001497t1	2	2	6	10	52	19	48	0	2	0	0	32	9	82	6	0	0	0
PrileiEVm001498t1	0	0	3	0	44	0	2	0	0	0	0	4	2	1	1	0	0	3
PrileiEVm001499t1	0	1	1	5	159	0	5	0	1	0	0	4	4	6	1	0	1	1
PrileiEVm001500t1	5	2	22	5	1424	13	110	3	9	5	4	23	12	35	19	0	21	0
PrileiEVm001501t1	0	1	0	0	4	0	3	0	0	0	0	3	2	4	0	0	0	0
PrileiEVm001502t1	3	4	3	13	19	27	56	2	2	7	0	29	11	23	3	2	1	3
PrileiEVm001503t1	0	2	1	2	11	3	2	0	0	2	0	0	2	10	32	0	1	1
PrileiEVm001504t1	0	0	3	1	7	2	3	0	0	0	0	2	3	4	69	1	1	1
PrileiEVm001505t1	0	0	135	4	10	2	2	0	0	1	0	12	7	12	0	0	0	0
PrileiEVm001506t1	2	1	11	14	63	24	120	2	9	0	2	31	18	105	15	0	8	12
PrileiEVm001507t1	1	1	1	1	7	2	4	0	0	0	0	4	15	7	3	0	0	0
PrileiEVm001508t1	0	2	1	6	49	28	46	0	3	1	0	13	9	99	5	2	6	11
PrileiEVm001509t1	1	1	1	69	22	7	22	3	0	3	0	0	2	19	3	0	0	2
PrileiEVm001510t1	0	2	6	22	53	9	47	0	2	3	2	17	50	42	7	5	7	3
PrileiEVm001511t1	4	2	25	23	21	5	55	3	0	6	3	175	29	111	15	1	8	31
PrileiEVm001512t1	0	0	1	0	2	0	4	0	0	0	0	1	39	8	4	1	1	0
PrileiEVm001513t1	0	0	2	1	7	0	8	0	0	1	0	2	0	4	1	0	1	0
PrileiEVm001514t1	0	0	0	160	9	31	7	1	0	1	2	12	8	30	3	5	4	0
PrileiEVm001515t1	4	0	5	29	7	50	5	0	1	0	0	72	7	96	4	1	0	0
PrileiEVm001517t1	0	0	163	1	4	2	4	0	0	0	0	7	4	4	2	0	1	0
PrileiEVm001518t1	37	56	379	211	1261	655	1412	29	155	228	29	693	323	6275	155	89	187	128
PrileiEVm001519t1	7	2	13	13	44	7	36	0	4	5	2	21	13	38	18	0	4	10
PrileiEVm001520t1	0	0	4	1	10	4	11	0	0	0	0	3	0	10	12	8	2	15
PrileiEVm001521t1	2	4	14	7	198	6	111	1	2	5	0	15	16	81	51	13	15	12
PrileiEVm001522t1	0	0	1	2	250	2	4	0	3	0	0	6	3	9	8	2	2	0
PrileiEVm001523t1	3	0	1	6	6	4	8	0	1	1	8	50	6	38	3	1	1	7
PrileiEVm001524t1	19	17	171	93	528	187	521	12	58	90	18	275	233	2424	108	92	68	57
PrileiEVm001525t1	10	2211	5	9	71	8	45	2	3	12	1	38	9	51	7	9	11	6
PrileiEVm001526t1	3	2	18	51	145	28	143	2	5	4	4	47	43	158	23	1	13	11
PrileiEVm001527t1	0	0	5	2	21	3	21	0	1	0	0	5	14	15	5	0	2	3
PrileiEVm001528t1	0	0	5	0	7	1	60	0	1	2	0	2	4	27	9	0	3	1
PrileiEVm001529t1	1	1	8	11	71	11	74	0	2	1	0	10	7	81	16	2	4	5
PrileiEVm001530t1	0	0	0	27	17	0	5	0	2	0	0	8	4	9	0	0	1	0
PrileiEVm001531t1	2	10	28	34	154	29	204	1	6	2	5	70	33	300	13	3	18	12
PrileiEVm001532t1	0	0	0	1	8	62	19	0	1	0	3	4	4	8	7	0	1	0
PrileiEVm001533t1	0	1	1	0	5	2	23	0	0	0	0	4	1	9	1	0	1	0
PrileiEVm001534t1	1	1	4	2	13	5	12	2	2	2	3	513	4	14	2	0	4	4
PrileiEVm001535t1	0	0	1	2	19	6	19	0	0	0	1	19	9	38	191	1	4	1
PrileiEVm001536t1	0	0	1	7	9	1	3	0	0	2	0	4	102	5	12	0	2	1
PrileiEVm001537t1	4	1	0	4	8	3	7	1	6	0	0	2	49	10	27	0	0	0
PrileiEVm001538t1	1	0	3	4	59	2	13	1	1	0	0	4	4	17	2	0	4	0
PrileiEVm001539t1	2	3	7	16	20	7	209	0	21	4	5	118	53	137	11	4	3	0
PrileiEVm001540t1	0	0	6	1	36	1	40	0	0	1	1	2	3	31	9	0	1	4
PrileiEVm001541t1	0	1	1	1	322	6	7	0	5	2	1	12	7	17	12	2	6	0
PrileiEVm001542t1	8	6	41	4	336	7	198	0	2	10	0	12	8	175	39	11	16	23
PrileiEVm001543t1	2	0	11	18	75	12	35	5	4	2	1	21	29	227	13	3	11	7
PrileiEVm001544t1	3	1	2	8	15	8	19	0	6	3	1	803	16	27	3	1	2	0
PrileiEVm001545t1	0	0	0	1	4	2	20	0	0	1	0	2	3	6	2	0	1	0
PrileiEVm001546t1	0	1	0	41	3	2	8	2	1	1	0	1	2	11	1	0	0	1
PrileiEVm001547t1	0	2	4	8	34	13	36	1	5	2	1	11	6	18	5	3	4	12
PrileiEVm001548t1	1	0	69	0	4	1	30	2	6	0	0	16	105	56	6	1	6	2
PrileiEVm001549t1	0	0	0	0	3	4	4	0	1	0	0	6	58	8	2	2	3	0
PrileiEVm001550t1	4	6	117	76	1025	42	327	9	9	4	3	105	18	181	35	4	24	8
PrileiEVm001551t1	0	0	2	32	15	1	7	2	1	1	0	147	10	9	3	1	4	1
PrileiEVm001552t1	0	0	9	3	73	4	6	0	13	0	1	4	7	339	4	0	9	1
PrileiEVm001553t1	0	0	1	0	5	1	165	0	0	0	0	3	3	8	1	0	1	0
PrileiEVm001554t1	0	1	1	0	4	1	8	0	0	0	0	2	8	0	2	0	0	0
PrileiEVm001555t1	5	3	15	55	185	9	103	0	5	1	1	20	8	100	14	1	9	2
PrileiEVm001556t1	2	2	21	55	151	54	192	5	5	2	3	10	5	115	7	1	7	7
PrileiEVm001557t1	1	0	4	1	13	5	17	1	0	6	0	5	17	93	6	3	5	6
PrileiEVm001558t1	6	5	32	25	159	28	135	3	10	7	1	36	50	1072	20	8	30	12
PrileiEVm001559t1	18	1	3	1	45	5	772	0	0	2	2	5	11	27	252	2	7	2
PrileiEVm001560t1	16	12	65	159	2110	44	338	26	16	6	44	566	71	495	132	13	49	14
PrileiEVm001561t1	0	2	3	1	17	5	779	0	2	2	0	10	7	22	6	0	2	2
PrileiEVm001562t1	0	1	0	105	1	0	4	0	0	0	0	1	8	7	1	7	0	0
PrileiEVm001563t1	2	0	0	1	1	1	4	0	1	0	0	1	6	6	0	0	2	1
PrileiEVm001564t1	0	0	2	1	27	4	7	0	0	2	0	3	1	84	5	0	0	0
PrileiEVm001565t1	5	1	9	4	51	9	30	0	4	0	0	17	35	81	21	1	4	4
PrileiEVm001566t1	1	0	0	15	50	13	22	0	1	1	0	11	15	71	10	1	5	1
PrileiEVm001567t1	2	0	6	2	14	4	8	1	2	2	1	112	283	29	25	2	10	2
PrileiEVm001568t1	3	7	8	45	92	21	85	1	13	5	0	44	38	126	15	2	15	5
PrileiEVm001569t1	10	5	20	24	107	30	105	3	10	10	9	47	48	370	25	6	19	13
PrileiEVm001570t1	2	0	2	0	7	1	106	0	1	1	1	8	6	17	33	0	3	1
PrileiEVm001571t1	1	1	23	13	72	25	57	1	9	0	1	37	30	281	12	1	3	13
PrileiEVm001572t1	4	1	3	12	96	18	66	2	4	1	3	32	33	214	13	2	12	5
PrileiEVm001573t1	1	1	1	3	69	4	16	0	11	0	0	6	13	367	3	3	8	0
PrileiEVm001574t1	0	0	0	2	6	2	3	0	0	0	1	2	7	9	14	0	0	1
PrileiEVm001575t1	0	1	0	8	34	10	16	2	1	0	1	22	14	44	6	0	2	2
PrileiEVm001576t1	0	1	1	0	220	2	6	0	0	0	1	4	4	4	10	2	1	0
PrileiEVm001577t1	0	1	5	5	8	4	1	0	1	0	1	1	39	13	4	2	2	34
PrileiEVm001578t1	0	1	2	0	22	3	15	1	0	1	0	9	9	44	7	0	1	1
PrileiEVm001579t1	0	0	0	0	5	0	4	0	0	0	0	4	1	7	12	0	0	0
PrileiEVm001580t1	0	1	3	6	8	1	5	0	0	0	0	19	6	45	4	0	2	2
PrileiEVm001581t1	0	0	25	0	2	0	2	0	0	0	0	1	2	5	0	0	0	1
PrileiEVm001582t1	0	0	0	1	3	3	1	0	0	0	0	3	3	5	14	0	0	0
PrileiEVm001583t1	1	0	2	5	19	5	12	1	5	0	0	210	312	19	7	2	4	1
PrileiEVm001584t1	3	6	99	31	138	50	128	6	11	2	9	140	86	230	30	2	12	17
PrileiEVm001585t1	8	10	171	80	417	104	651	13	53	55	11	146	130	651	119	44	36	117
PrileiEVm001586t1	0	0	7	3	3	1	2	0	0	1	1	6	46	9	10	1	1	0
PrileiEVm001587t1	0	0	0	2	2	1	1	0	0	1	0	0	5	5	2	0	0	0
PrileiEVm001588t1	0	3	9	11	64	17	34	1	2	2	0	65	41	92	10	0	11	4
PrileiEVm001589t1	3	0	8	7	67	12	67	3	3	5	2	40	25	141	22	0	8	5
PrileiEVm001590t1	5	1	55	89	113	79	96	19	16	7	6	61	528	180	56	7	14	26
PrileiEVm001591t1	0	3	14	33	28	14	46	3	10	3	0	134	70	93	18	5	7	16
PrileiEVm001592t1	0	3	11	9	89	16	171	3	3	1	0	29	30	123	19	1	7	13
PrileiEVm001593t1	0	1	1	170	14	0	9	0	1	0	0	5	3	10	2	1	0	1
PrileiEVm001594t1	0	0	4	1	625	3	13	2	4	1	0	9	11	20	16	0	9	4
PrileiEVm001595t1	0	1	0	0	4	1	1	0	0	0	0	0	12	3	0	0	1	0
PrileiEVm001596t1	6	0	15	17	86	9	67	2	10	5	3	46	41	288	9	2	17	5
PrileiEVm001597t1	1	1	13	25	49	12	68	2	16	2	3	80	99	203	13	4	4	5
PrileiEVm001598t1	7	14	32	43	255	81	198	5	24	4	15	199	239	389	90	15	26	37
PrileiEVm001599t1	0	0	79	4	3	1	8	0	0	3	1	4	3	11	19	1	0	13
PrileiEVm001600t1	0	0	8	21	49	4	15	0	0	2	0	5	3	56	8	1	3	0
PrileiEVm001601t1	0	0	0	0	1	1	3	0	0	0	0	0	11	3	1	0	0	0
PrileiEVm001602t1	0	0	0	0	6	0	14	0	0	1	1	2	1	6	33	0	0	0
PrileiEVm001603t1	2	2	15	10	96	17	79	1	4	4	0	13	18	487	8	1	8	7
PrileiEVm001604t1	3	0	6	0	27	7	64	0	2	1	1	22	16	76	5	1	4	13
PrileiEVm001605t1	2	0	5	12	51	24	26	2	3	0	5	37	27	103	12	1	6	5
PrileiEVm001606t1	0	3	3	6	25	10	30	1	1	1	2	23	12	198	7	3	8	5
PrileiEVm001607t1	0	0	1	2	7	6	2	0	3	1	1	11	58	5	2	0	1	2
PrileiEVm001608t1	0	0	661	2	10	4	10	0	15	2	0	6	2	9	3	1	3	0
PrileiEVm001609t1	1	3	21	7	20	11	145	1	1	4	0	17	7	31	37	1	6	21
PrileiEVm001610t1	3	2	3	22	150	11	152	0	2	1	0	7	11	44	9	0	5	3
PrileiEVm001611t1	0	1	2	1	8	2	65	0	3	1	1	7	2	16	3	0	0	0
PrileiEVm001612t1	0	0	21	0	2	0	3	0	0	0	0	2	2	4	1	0	2	0
PrileiEVm001613t1	1	0	7	3	50	14	18	2	3	8	2	6	9	26	745	3	9	0
PrileiEVm001614t1	0	0	1	2	10	4	30	1	1	0	0	14	2	12	4	0	2	2
PrileiEVm001615t1	0	3	3	4	80	12	37	0	2	1	0	164	9	49	8	1	6	7
PrileiEVm001616t1	0	2	2	0	5	2	8	0	1	0	0	6	7	8	5	0	1	1
PrileiEVm001617t1	2	3	15	3	40	10	35	1	6	8	1	11	12	437	8	2	11	12
PrileiEVm001618t1	1	0	0	1	10	2	5	0	4	2	0	0	6	29	2	0	2	0
PrileiEVm001619t1	2	2	34	47	317	27	147	4	0	4	1	23	32	138	22	4	16	3
PrileiEVm001620t1	0	0	1	4	0	87	5	0	4	1	0	59	6	8	0	0	0	2
PrileiEVm001621t1	3	6	4	5	65	22	66	0	3	0	0	22	7	117	9	1	5	2
PrileiEVm001622t1	0	0	0	0	4	0	1	0	0	0	0	1	0	1	0	0	0	1
PrileiEVm001623t1	2	2	5	7	19	7	33	0	1	0	0	11	8	30	3	3	3	3
PrileiEVm001624t1	0	0	1	0	2	1	4	0	0	0	0	4	21	3	1	0	0	0
PrileiEVm001625t1	0	0	1	2	3	0	3	1	0	1	0	3	10	2	0	1	0	0
PrileiEVm001626t1	1	0	20	15	66	34	91	2	3	9	5	66	25	165	9	4	13	15
PrileiEVm001627t1	0	0	6	0	7	1	3	0	1	0	0	2	15	3	0	0	2	0
PrileiEVm001628t1	1	0	7	6	37	7	45	0	4	1	0	10	11	151	7	0	2	3
PrileiEVm001629t1	0	0	7	6	46	10	43	1	5	6	0	21	15	81	9	0	7	7
PrileiEVm001630t1	0	2	4	0	248	69	14	0	11	0	3	29	23	23	12	4	6	1
PrileiEVm001631t1	1	1	5	5	48	7	36	2	0	2	0	35	24	40	4	2	3	2
PrileiEVm001632t1	11	6	52	45	176	122	181	0	15	14	3	59	99	184	38	5	12	8
PrileiEVm001633t1	0	0	5	0	30	7	12	1	2	0	0	8	7	113	4	0	2	3
PrileiEVm001634t1	0	0	0	0	3	1	0	0	1	0	0	1	19	2	2	0	1	1
PrileiEVm001635t1	2	7	12	14	121	13	125	1	10	6	1	87	41	86	27	4	8	1
PrileiEVm001636t1	0	0	11	3	46	31	13	0	4	2	0	80	69	32	16	1	4	0
PrileiEVm001637t1	0	0	1	0	2	0	15	0	0	0	0	4	0	2	2	1	1	0
PrileiEVm001638t1	3	1	3	11	42	5	31	0	3	3	1	17	20	121	10	1	7	3
PrileiEVm001639t1	0	1	4	7	41	3	27	0	0	0	0	12	12	100	10	0	6	0
PrileiEVm001640t1	0	2	2	1	5	27	21	2	4	1	0	213	18	10	2	0	0	4
PrileiEVm001641t1	1	3	17	71	131	10	80	0	0	2	0	21	5	71	6	4	6	7
PrileiEVm001642t1	0	0	0	0	3	4	85	0	0	0	0	32	1	9	1	0	0	0
PrileiEVm001643t1	2	0	3	8	1943	13	22	0	13	2	3	29	22	35	34	4	22	6
PrileiEVm001644t1	3	3	3	5	7	127	10	2	6	0	7	40	35	46	12	1	5	0
PrileiEVm001645t1	0	0	1	0	32	5	44	0	1	5	0	5	2	9	6	2	1	22
PrileiEVm001646t1	0	1	2	15	6	0	6	0	0	1	0	3	1	9	1	0	1	0
PrileiEVm001647t1	0	0	1	0	7	0	4	0	0	0	0	1	27	8	0	0	1	4
PrileiEVm001648t1	0	0	1	2	6	11	11	0	1	1	0	9	33	10	1	1	0	2
PrileiEVm001649t1	2	2	4	18	27	40	13	1	5	4	1	243	8	92	5	1	5	4
PrileiEVm001650t1	0	0	0	1	8	3	11	1	1	0	0	6	43	16	26	1	2	1
PrileiEVm001651t1	0	0	4	1	259	4	9	0	2	1	0	12	2	16	40	1	4	0
PrileiEVm001652t1	0	0	0	0	66	1	3	0	1	1	0	2	0	1	2	0	3	0
PrileiEVm001653t1	14	9	68	49	517	86	175	5	48	10	4	176	143	1955	74	12	68	15
PrileiEVm001654t1	11	5	7	69	74	104	65	0	9	2	20	253	53	67	8	6	4	7
PrileiEVm001655t1	1	8	7	1	204	38	46	8	6	12	3	171	218	55	25	7	15	2
PrileiEVm001656t1	2	3	35	42	242	148	172	9	16	3	7	123	150	264	40	5	22	7
PrileiEVm001657t1	4	14	22	19	57	27	192	4	6	10	5	78	29	170	32	5	10	2
PrileiEVm001658t1	4	1	0	14	6	18	7	1	2	1	3	16	4	152	3	0	1	0
PrileiEVm001659t1	0	0	1	2	4	0	7	0	1	0	0	2	10	8	1	1	1	1
PrileiEVm001660t1	11	5	27	21	245	11	74	2	11	4	0	119	19	107	17	1	7	0
PrileiEVm001661t1	1	4	11	7	105	24	55	0	5	2	0	32	33	68	14	12	6	11
PrileiEVm001662t1	0	0	0	1	3	15	18	0	1	0	0	6	4	9	55	2	0	0
PrileiEVm001663t1	3	4	20	29	105	16	73	1	6	1	2	32	22	115	17	2	6	8
PrileiEVm001664t1	3	1	8	8	48	7	54	0	3	4	1	21	17	196	11	0	9	8
PrileiEVm001665t1	1	0	0	0	4	2	57	0	1	1	0	3	6	13	0	0	3	0
PrileiEVm001666t1	0	0	2	0	6	1	7	0	1	0	0	3	38	6	9	0	0	0
PrileiEVm001667t1	0	0	0	0	5	5	170	0	0	0	1	1	1	10	28	0	2	0
PrileiEVm001668t1	1	1	6	9	37	10	50	2	1	4	0	31	38	58	17	55	3	3
PrileiEVm001669t1	2	72	16	56	85	32	45	4	21	7	2	133	167	257	28	1	11	11
PrileiEVm001670t1	6	8	32	10	130	28	126	5	13	5	9	59	38	451	22	4	14	11
PrileiEVm001671t1	0	1	0	3	15	9	7	1	1	0	0	4	4	60	1	0	3	0
PrileiEVm001672t1	1	0	0	1	177	4	3	0	1	0	1	6	4	9	2	0	1	0
PrileiEVm001673t1	0	0	1	152	8	41	4	4	0	1	1	4	8	12	1	1	1	1
PrileiEVm001674t1	0	0	2	4	50	4	13	0	0	1	1	5	10	23	4	0	0	1
PrileiEVm001675t1	0	1	0	8	15	2	15	0	0	2	0	2	7	21	5	1	0	1
PrileiEVm001676t1	0	0	44	1	4	3	10	0	0	0	0	0	0	10	1	0	0	0
PrileiEVm001677t1	1	3	5	13	64	8	55	4	2	5	0	20	17	78	17	0	4	17
PrileiEVm001678t1	2	2	6	19	101	32	94	0	10	4	4	83	23	133	19	1	7	5
PrileiEVm001679t1	4	2	11	5	35	16	23	1	4	5	2	638	445	53	72	2	16	14
PrileiEVm001680t1	4	3	10	20	90	28	77	0	7	2	2	57	31	214	23	1	14	5
PrileiEVm001681t1	2	1	22	24	102	18	103	2	5	14	1	56	37	109	18	7	8	22
PrileiEVm001682t1	0	0	7	5	22	2	17	0	0	1	0	16	12	169	8	0	3	5
PrileiEVm001683t1	3	0	17	22	67	11	46	1	2	2	1	30	31	54	14	3	5	8
